Date,Location,Job,Offer_Decision,Experience,Interview_Diff,Application_Text,Interview_Text,Interview_Q
26 Sep 2011,Anonymous Interview Candidate,Strategic Planing Analyst III,No Offer,Positive Experience,Average Interview,I applied online. The process took 4+ weeks. I interviewed at Fannie Mae in July 2011.,Application,Describe a professional situation where you had to persuade someone to do something differently Â  1 Answer
4 Jul 2012,Anonymous Employee,Systems Analyst V,Accepted Offer,Neutral Experience,Average Interview,I applied in-person. The process took 1 day. I interviewed at Fannie Mae in June 2011.,Application,What will you do in first two weeks from your hire? Â  1 Answer
14 Nov 2010,Anonymous Interview Candidate,Financial Engineering,No Offer,Neutral Experience,Difficult Interview,I applied online. The process took 1 day. I interviewed at Fannie Mae in October 2010.,Application,How to model the prepayment risk and default risk on a bond using calls and puts? Â  Answer Question
11 Dec 2011,Anonymous Employee,Business Analyst,Accepted Offer,Positive Experience,Average Interview,The process took 1 day. I interviewed at Fannie Mae in September 2010.,Application,"The business analysis requirements process consist of different ways to elicit information from stakeholders, how would you perform this task if your stakeholders were situated at different levels of the company and why? Â  1 Answer"
19 Dec 2010,Anonymous Employee,Senior Business Analyst,Accepted Offer,Neutral Experience,Average Interview,I applied through a staffing agency. The process took 1 day. I interviewed at Fannie Mae in May 2010.,Application,"Is there a degree of seperation of clock hands at 3:15, doesn't matter AM or PM Â  1 Answer"
26 May 2010,Anonymous Interview Candidate,Financial Analyst,No Offer,Neutral Experience,Average Interview,I applied online. The process took 2 weeks. I interviewed at Fannie Mae in May 2010.,Application,Why are you not considering looking for another position with your current employer in another department? Â  Answer Question
10 May 2012,Anonymous Employee,Vice President,Accepted Offer,Positive Experience,Difficult Interview,I applied through a recruiter. The process took 2 days. I interviewed at Fannie Mae in May 2010.,Application,How do you resolve conflicts Â  Answer Question
15 Jul 2010,Anonymous Interview Candidate,Financial Engineer,No Offer,Negative Experience,Difficult Interview,I applied online. The process took 2 weeks. I interviewed at Fannie Mae in April 2010.,Application,Characteristics of a credit risk model? Â  Answer Question
19 Apr 2010,Anonymous Interview Candidate,Finance Associate,No Offer,Neutral Experience,Difficult Interview,The process took 2 days. I interviewed at Fannie Mae in January 2010.,Application,This a great company to learn and then historically report the finding into the fiture to calibeart the present and deal Â  Answer Question
8 Aug 2010,Anonymous Employee,Project Manager,Accepted Offer,Positive Experience,Average Interview,The process took 2+ weeks. I interviewed at Fannie Mae in November 2009.,Application,How do you manage upwards? Â  1 Answer
2 Mar 2011,Anonymous Interview Candidate,Manager Financial Analysis,No Offer,Neutral Experience,Difficult Interview,I applied online. The process took 1 day. I interviewed at Fannie Mae in September 2009.,Application,Why you want to leave the current company? Â  Answer Question
12 Oct 2009,Anonymous Interview Candidate,Financial Analyst,No Offer,Positive Experience,Average Interview,I applied in-person. The process took a week. I interviewed at Fannie Mae in September 2009.,Application,Why are you looking to change from your current position Â  Answer Question
13 Aug 2009,Anonymous Interview Candidate,Research Analyst,No Offer,Neutral Experience,Average Interview,I applied online. The process took 1 day. I interviewed at Fannie Mae in July 2009.,Application,How would you organize Millions of loans in a way that is easily interpreted? Â  Answer Question
7 May 2010,Anonymous Interview Candidate,Associate Business Analyst,No Offer,Neutral Experience,Average Interview,The process took 1 day. I interviewed at Fannie Mae in May 2009.,Application,What is the hardest decision you've made? Â  Answer Question
21 Sep 2010,Anonymous Employee,Senior Business Analyst,Accepted Offer,Neutral Experience,Difficult Interview,I applied online. The process took 4 days. I interviewed at Fannie Mae in March 2009.,Application,Why did you leave your old company? Â  1 Answer
4 Aug 2010,Anonymous Interview Candidate,Vice President,No Offer,Positive Experience,Average Interview,I applied in-person. The process took 3+ months. I interviewed at Fannie Mae in March 2009.,Application,What is working well and what doesn't well in your current organization Â  Answer Question
23 Sep 2010,Anonymous Interview Candidate,Senior Auditor,Declined Offer,Neutral Experience,Difficult Interview,I applied through a recruiter. The process took 2+ months. I interviewed at Fannie Mae in June 2008.,Application,How would you compare Fannie Mae to other organizations? Â  Answer Question
1 May 2010,Anonymous Interview Candidate,Business Analyst III,Declined Offer,Neutral Experience,Average Interview,I applied through a recruiter. The process took 1 day. I interviewed at Fannie Mae in June 2008.,Application,It was scenario based on how I would implement a methodology that applied to a particular business function Â  1 Answer
1 Aug 2010,Anonymous Interview Candidate,Associate Business Analyst,No Offer,Neutral Experience,Average Interview,I applied online. The process took 1 day. I interviewed at Fannie Mae in April 2008.,Application,asked me how i thought home price was determined Â  Answer Question
21 Aug 2010,Anonymous Employee,Economist,Accepted Offer,Neutral Experience,Average Interview,I applied online. The process took 1 day. I interviewed at Fannie Mae in February 2008.,Application,why do you consider this company Â  Answer Question
