Date,Location,Job,Offer_Decision,Experience,Interview_Diff,Application_Text,Interview_Text,Interview_Q
"Aug 12, 2013","Anonymous Interview Candidate in Henderson, NV",Technical Recruiter Interview,No Offer,Negative Experience,Easy Interview,"I applied online. The process took 3 weeks. I interviewed at The Zappos Family (Henderson, NV) in February 2013.","I have seen this position open multiple times over the last 18 months (it's now 8/12/13) so you know something is definitely wrong with a company not being able to ""find"" a candidate that clicks with the team. As a very experienced individual contributor in technical recruiting, the hiring process is just the first reason this role is still open. Like a few of the previous interviewees for this role, the juvenile ""culture"" questions and description of the work environment was a red flag. I agree as another poster that a labor attorney could prove they are discriminatory in nature and place zappos at legal risk. Be prepared to put a lot into the process as a candidate nothing in return. I think they forget candidates are interviewing them as much as they are looking for employees. Since I've come from multiple Fortune 30 companies, I'm used to best practices and rolling out the red carpet to candidates. I figured given the current hiring process it would be nearly impossible to recruit top talent so I opted out of the process at the record your interview stage. If you can't decide to bring a candidate onsite after a phone interview or two, you shouldn't be hiring.","Nothing too difficult, just insulting to a professional. If you walked into a room and your theme song was playing, what would it be and why? If you could have lunch with two people current or in the past, who would they be and why? Â  2 Answers"
"Feb 21, 2013",Anonymous Interview Candidate,Technical Recruiter Interview,No Offer,Neutral Experience,Average Interview,I applied online. The process took 5+ weeks. I interviewed at The Zappos Family in February 2013.,"1: Online Application
2: Formal Application
3: Video Application
4: HR Phone Screen (Personality Based)
5: Technical Recruiter Screen (Personality/ Culture Based)
6: Recruiting Manager Conversation ( Personality / Culture Based)
7: Technical Screen with IT ( Didn't do this, was next)
8: Fly in all day onsite (Didn't make it this far)","There was nothing technically difficult, one question they asked was around creative recrutiing techniques, they were looking for something outside of the box. Â  Answer Question"
"Mar 9, 2013",Anonymous Interview Candidate,Software Engineer Interview,No Offer,Negative Experience,Average Interview,I applied online. The process took 2 weeks. I interviewed at The Zappos Family in February 2013.,"This interview was for a Java/J2EE developer role. Most of the ""technical questions"" were the pedantic rote api memorization types of questions you'll get during almost all job interviews today. What is the difference between a HashMap and a Hashtable? Collection class ... blah blah blah. If you have memorized the Java Platform SE 6 API, just shy of 4000 classes, you shouldn't have a problem with interviewing at Zappos.","I wouldn't call any of the questions difficult or unexpected. I rather call them, useless and/or uninteresting. Questions that could easily be answered with a single Google search or found in your IDE javadocs or within the petabyte of java code available on the web. Â  1 Answer"
"Mar 4, 2013",Anonymous Employee,A Position With Zappos Interview,Accepted Offer,Positive Experience,Difficult Interview,I applied online. The process took 4+ months. I interviewed at The Zappos Family in January 2013.,"The hiring process was long but worth it! I started the process in November by submitting my resume. I was contacted maybe 2 weeks letter to submit a video application which I did. I then completed 3 phone interviews plus an onsite interview. The onsite interview was all day and lengthy. I met numerous people who asked me questions, some of which seemed to repeat but I never answered differently. I can only say you can't fake your way into a culture such as Zappos. Either you're down to earth and humble or not. Your personality should be genuine. If you are coming in for an interview I would suggest that you be yourself and try to connect with people there not just the ones that are interviewing you. During lunch don't be afraid to speak to people and introduce yourself. They will NOT bite! But again you can't FAKE it. If you are not a people person then Zappos is not for you. If you are typically in a bad mood then I would suggest you not even apply. If you are invited to come interview onsite JUST BE YOURSELF! DO NOT and I repeat DO NOT come in a suit and tie!!! let your personality shine and come in attire that expresses who you are.",What weird habit do I have. If I walked into a room what would be my theme song Â  Answer Question
"Apr 11, 2013",Anonymous Interview Candidate,Marketing Coordinator Interview,No Offer,Neutral Experience,Difficult Interview,I applied online. The process took 3 weeks. I interviewed at The Zappos Family in January 2013.,"The steps:
- Applied online
- invited to fill out a LONG application online with silly questions like how lucky are you? Super powers, etc?
-Invited to do a video interview. This is an automatic interview where you are given 5 questions and have 20 seconds to think before speaking to yourself on the camera. I personally hated this and think it is a bit of a rude way to interview people.
-Then was invited for a phone interview with a few hiring managers
-Then was invited to have an interview with a recruiter.

Overall I used to love zappos and was very excited to be given the opportunity to interview for a position at Zappos. Have said that, I did a TON of research on the company and alot of what I read, I was not Impressed with! I read stories that if you do not hang out with people outside of work, you can get fired! The pay is also terrible. They offer hourly pay and the $14 per hour is a joke! I was making that in high school and as an MBA holder, this is a joke!!!

- They also talk about on their blogs and in the zappos book that they encourage growth and promotions from within and try to aim for one every 6 month, however I was told point blank that It would be ATLEAST 3+ years before any promotion and was dismissed when I asked what the growth opportunities are within the position! THANKS BUT NO THANKS!!",Why Marketing? Why should we hire you for this role? Â  Answer Question
"Jul 7, 2014","Anonymous Interview Candidate in Las Vegas, TX",Summer Interview,No Offer,Positive Experience,Easy Interview,"I applied online. The process took 5+ months. I interviewed at The Zappos Family (Las Vegas, TX) in January 2013.","Several stages including online questionnaire, video submission via online portal, skype interview, in-person interview
Interviewer was extremely young and the company looks for very specific people that match their corporate culture
May not be the best place to work if you need structure and supervision, but it's a lot of fun (so it seems from what I could gauge)","Lots of quirky questions such as ""if you could be a ___ what would you be and why"" Â  Answer Question"
"Jan 29, 2013","Anonymous Interview Candidate in San Francisco, CA",Direct Marketing Intern Interview,No Offer,Neutral Experience,Easy Interview,"I applied through college or university. The process took 3 weeks. I interviewed at The Zappos Family (San Francisco, CA) in December 2012.","I started the process through on campus recruiting.

Zappos really cares about hiring people that fit their company culture. Before the interview, I had to take two kinds of behavior/culture screening tests.

Afterwards, I spoke over webcam with a really nice HR representative. The conversation was really laid-back. Basically just a run-through of work-experience, behavioral questions, and what-not. This is a culture screening interview.

I passed this stage and went on to be interviewed by the manager who would be my boss if I got hired. He seemed half-asleep when interviewing me. His web-cam was tilted awkwardly so I could't really see his face clearly. He looked like he was about to doze off...even before the interview actually began.

I asked a lot of specific questions about the job at the end. He then told me that the fact that I went to X university, didn't guarantee that I would get the job, which was kind of awkward. I thought I did a good job, but didn't get the job. Not exactly sure why...

hope others fair better!",What are things you observe on the webpage that should be improved? Â  Answer Question
"Jan 10, 2013","Anonymous Interview Candidate in Las Vegas, NV",Summer Intern - Software Engineer Interview,No Offer,Positive Experience,Average Interview,"I applied through college or university. The process took 7+ weeks. I interviewed at The Zappos Family (Las Vegas, NV) in November 2012.","My interview process began at my school's career fair. The recruiter scheduled an in-person interview for the next day. I will consider that to be round 1. The night of the career fair, I was asked to fill out an exhaustive online questionaire. It asked questions like, ""If you had a superpower, what would it be?"". From this survey, I got the sense that Zappos is looking for a certain, quirky type of personality.

Having passed the behavioral the next day, I moved on to round 2, which required me to make a short introductory video of myself, and a series of short videos answering various technical questions. I did not feel that this provided a good assessment of technical skill, since I (and every other candidate) had unlimited time to google the answers to the questions.

This led to round 3, which was a live technical interview with a panel of 3 engineers via webcam. This interview was part coding part java trivia. Finally, round 4 was a cultural interview with a young recruiter.

I appreciate Zappos' commitment to preserving a unique company culture. I have a feeling that I was not chosen for the internship for this very reason, but I believe in their effort. All the people who I dealt with along the way were friendly and encouraging. This was overall a positive experience.",There were a lot of questions regarding java trivia. One architectural question asked me to describe how I would design java to mimic the human body. Â  Answer Question
"Jan 8, 2013","Anonymous Interview Candidate in Las Vegas, NV",Product Analyst - Finance Interview,No Offer,Negative Experience,Difficult Interview,"I applied online. The process took 2+ months. I interviewed at The Zappos Family (Las Vegas, NV) in November 2012.","This was the longest interview process ever. I first applied online and made a video cover letter which was cool, and then got an online interview where I recorded answers to questions. Then I had to fill out an actual application followed by a small questionnaire that you will do fine on if you read Tony Hsieh's book. After that I was mistakenly given an internal job application. After that I had a 1+ hour phone interview which kept getting rescheduled and the hardest questions were asked.",You have two strings that burn in 1 hour but at an uneven rate. How do you measure out 15 minutes? Â  1 Answer
"Sep 24, 2012","Anonymous Interview Candidate in Las Vegas, NV",Analyst Interview,Declined Offer,Negative Experience,Difficult Interview,"I applied online. The process took 2 days. I interviewed at The Zappos Family (Las Vegas, NV).","Phone screen with recruiter then phone screen with hiring manager. On-site interview that lasted 7 hours and included about 12 different interviewers. I was completely exhausted afterwards! Got LOTS of repeat questions, many interviewers were visibly unprepared. Also, be aware that if you're interviewed by some of the 'high-tech' employees they will not make eye contact with you, stare at their laptops during the interview and act like they're not listening. I found this incredibly rude & unprofessional, but I'm not sure if this was a 'test' or not, but I acted like it didnât bother me and went out of my way to use the guy's name when addressing my answer back to him to get him to look up at me. They direct billed my flight, hotel, hotel breakfast & fed me lunch, but I had to pick up the tab for two dinners & airport parking! Way to cheap out on me Zappos!","Lots of 'odd-ball' questions, so be ready for things like; ""If you could have dinner with one famus person, living or dead, who would it be and why?"", ""What is the geekiest thing about you and why?"" Â  Answer Question"
"Oct 20, 2012","Anonymous Employee in Austin, TX",Software Engineer Interview,Accepted Offer,Positive Experience,Easy Interview,"I interviewed at The Zappos Family (Austin, TX) in September 2012.","The first interview was all culture. My interviewer was extremely friendly and down-to-earth. She mainly just wanted to listen to me talk about myself, so it was a very relaxing, natural conversation. Have yet to do the technical ""online activity"".","If there were to be a movie about yourself, what would that movie be like? Â  Answer Question"
"Aug 25, 2013","Anonymous Interview Candidate in Berkeley, CA",Market Research Analyst College Intern Interview,No Offer,Positive Experience,Difficult Interview,"I applied through a recruiter. I interviewed at The Zappos Family (Berkeley, CA) in September 2012.","A recruiter came to the UC Berkeley campus to take applications. I handed my application to a recruiter and received an email the same day to set up a 1:1 interview. The following day I met my recruiter at a coffee shop and had a very informal, but in depth interview. DO RESEARCH ON THE COMPANY. They WILL ask questions about the mission statement, culture and the CEO. After the interview, I was told to fill out an online questionnaire that was similar to a personality test. I was then asked to video tape myself explaining 5 or 6 ""tech"" questions in regard to stats/ research design. They were pretty basic but took a while to explain. After this step, I had a Skype interview with a different recruiter. She seemed very uninterested and appeared to have already made her decision whether I was hired or not. It was not a good experience. The interview process took 3 months, but it was an overall fun experience.","If your life had a soundtrack, what song would be playing? What was the most challenging moment in your life? If you were a dessert, what would you be? If your life were a movie, what would the trailer be like? Who is your role model? What is your favorite Zappos core value (know this!)? Tell me about yourself Â  1 Answer"
"Sep 26, 2012","Anonymous Interview Candidate in Las Vegas, NV",Merchandising Assistant Interview,No Offer,Positive Experience,Average Interview,"I applied online. The process took 4+ weeks. I interviewed at The Zappos Family (Las Vegas, NV) in August 2012.",I am waiting for my second phone interview today. The first phone interview was a great experience. The woman I spoke to was from HR and so sweet. We had a fun conversation. The scariest thing about a phone interview to me is not being able to see the facial expression on your interviewer but I could hear it in her voice. I had a very nice time speaking with her.,If a parade starts behind you while you are on the phone with a vendor how do you handle it? Â  1 Answer
"Oct 11, 2012","Anonymous Interview Candidate in Henderson, NV",Software Engineer Interview,No Offer,Negative Experience,Average Interview,"I applied online. The process took 2 weeks. I interviewed at The Zappos Family (Henderson, NV) in July 2012.","Had several interviews, was taken out to lunch.","Asked some basic object oriented questions, as well as SQL queries. Of course they threw in a few brain teasers that have 0 to do with writing code. Â  Answer Question"
"Feb 17, 2013","Anonymous Interview Candidate in Las Vegas, NV",Junior Financial Analyst Interview,No Offer,Positive Experience,Difficult Interview,"I applied online. The process took 3 weeks. I interviewed at The Zappos Family (Las Vegas, NV) in July 2012.","Submitted a video ""resume"" essentially, excel test, and 3 phone interviews. Was mainly focused on finding out if you could fit in with their unique culture.",What song would best describe you. Â  Answer Question
"Jul 28, 2015","Anonymous Employee in Henderson, NV",Customer Loyalty Representative Interview,Accepted Offer,Positive Experience,Average Interview,"I applied through an employee referral. The process took 6 weeks. I interviewed at The Zappos Family (Henderson, NV) in July 2012.","I went through a phone interview, then was schedule to take a typing and grammar test online, then I was called in to take an online test to see if I was able to place an order through the website, then had a face to face interview with 2 separate interviewers in the same day and then was offered the position.",Why do you want to work at Zappos? What can you bring to the Zappos team? Â  Answer Question
"Jun 12, 2012","Anonymous Interview Candidate in Las Vegas, NV",Customer Loyalty Team Interview,No Offer,Negative Experience,Easy Interview,"I applied online. The process took 4+ weeks. I interviewed at The Zappos Family (Las Vegas, NV) in June 2012.","Applied for the job in the beginning of May and was not contacted until 3 and a half weeks later via email. I was instructed to fill out a ""formal"" application as well as a questionnaire then to complete a small skills test. The test involved a few grammar questions and a section to assess your typing abilities. I passed everything with flying colors and was scheduled a 30 minute phone interview. The interviewer that contacted me was very pleasant. She asked typical interview questions: ""why do you want to work for Zappos"" etc. She also asked ""After doing some research on our company, what have you learned."" (My advice to any attempting to apply for Zappos, DO YOUR RESEARCH ON THE COMPANY. Read up on them and watch the youtube videos about them. Learn as much as you can because this question will be asked more than once.)

The phone interview went extremely well. I was told that out of the other candidates, I was the ""only exciting one"" and that I ""wow'ed"" the interviewer. Ecstatic, I went ahead and made the soonest appointment to come in to take yet another test. I was instructed to come to the Zappos office where I was tested on my attention to detail. With a group of 5 other candidates, we were taken to a small section of the main office where there were computers set up on a mock zappos website. We were required to place 8 orders for fictional customers who all had odd names and information. (You only get to mess up 2 in order to pass) Once again, I passed the test with 100% and scheduled yet ANOTHER interview.

The email I was sent stated that I would be required to go through another series of tests to see how well I can navigate through search engines etc. I arrived to my interview early and was told by another candidate that the computer system used for the tests were down and that all she had to do were the face to face interviews. It didn't take long for me to be taken to my first one on one interview which was with one of the CLT leads. She asked basic interview questions, asked about my previous jobs, what are some accomplishments I'm proud of, and also gave me two customer scenarios and asked how I would handle each one. This lasted for 30-40 minutes and it was the most comfortable interview I've been to yet. It felt as if I were chit chatting with a friend. I asked a ton of questions at the end and was extremely thrilled at how well things were going. I was then taken to a different room for my next face to face interview which was with one of the recruiting managers. I should have known based on this interview that I was not going to land the job.

The woman that interviewed me seemed to only be interested in the emails she was receiving on her laptop rather than the answers to my questions. (both interviewers entered in my answers to their ipad/laptop) She barely made any eye contact and was not as animated as the previous interviewer. The emails she received were completely irrelevant to work as well! (she read one to me) Once again, I was asked typical questions: ""why are you looking for a new job"", ""what is an example where you went more than what was required of you"", and the infamous ""what do you know about Zappos"" etc. I answered all the questions with confidence and proceeded to ask when I should expect to hear from them. I was told I should hear back by Wednesday (interview was on a Sunday). A friend of mine who had an interview just an hour after mine told me he heard back hours after his interview and was given his start date! Patiently I waited and by Tuesday afternoon heard nothing back. Being impatient as I am, I emailed one of the recruiters to follow up and was sent a reply from the interviewer who seemed more interested in personal things than the interview itself. I was unfortunately told that against other candidates I was not a ""strong enough match"". I passed all their tests with ease, all the interviews went extremely well (so I thought), I have over 7 years of customer experience, yet I'm not a ""strong"" enough match to be in customer loyalty? I feel as though they base the hiring off your personality/looks rather than your skills. Walking through the Zappos office, I felt at home. The people were friendly and I felt as if my personality would fit perfectly. Apparently, someone didn't think so.

For those attempting to join the company, be warned. No matter how much experience you may think you have or how well you think things are going, you won't get the job unless you are exactly like them. The best way I can describe it is, if you're not a hipster do not bother applying. You won't get the job.",What do you know about Zappos? Â  1 Answer
"May 29, 2012","Anonymous Interview Candidate in Las Vegas, NV",Junior Financial Analyst Interview,No Offer,Neutral Experience,Average Interview,"I applied online. The process took 2+ months. I interviewed at The Zappos Family (Las Vegas, NV) in May 2012.","Applied online through the careers section of the website. A few days later I was contacted by HR to complete a profile and application on jobvite and after that was asked to do a personality assessment. A few weeks later I was asked to complete a 1 hour skills assessment in Excel. The recruiter emailed me a spreadsheet with 10 inputs and asked to model a 5 year income statement. Key concepts include: cost of goods sold, returned products, straight line depreciation, operating expenses, and overhead. Then a cash flows statement, net sales per sq ft and finally net present value (NPV). So definitely brush up on your Accounting 1&2. The second part of the excel test is a data test where I was asked to do a vlookup and create a pivot table. I did well enough on the skills assessment so my HR recruiter called me to talk a little bit about myself. It was a 15 minute phone conversation covering some details about my resume and she asked me some questions about why I was interested to work for Zappos. From there, she said should would forward my resume to the hiring manager. A week later, I was emailed that I was not selected to move forward. I was told that based on my background and experience, the team felt I was not a close enough match for the position. This process took about 2 months. Salary range 38-48k.",Why are you interested in working for Zappos? Have you looked at our benefits? Â  Answer Question
"Mar 7, 2014","Anonymous Employee in Las Vegas, NV",Customer Loyalty Team Member Interview,Accepted Offer,Positive Experience,Difficult Interview,"I applied online. The process took 2 weeks. I interviewed at The Zappos Family (Las Vegas, NV) in May 2012.","There was much back and forth through email, and the responses were within hours. I was asked questions that were more related to my life than my work history like what my favorite super hero is and why.","The most unexpected question was ""Who is your favorite super hero and why?"" Â  Answer Question"
"Jun 4, 2012","Anonymous Interview Candidate in Shepherdsville, KY",Photo Assistant Interview,No Offer,Negative Experience,Difficult Interview,"I applied online. The process took 1 day. I interviewed at The Zappos Family (Shepherdsville, KY) in May 2012.",There were four interviewees and five interviewers. We each had five minutes with each one and then they would ring a bell and we would rotate! They called it speed interviewing. The questions were beyond silly with one serious question thrown in ever five minutes. It was obvious they had not read my resume or application. It was frankly difficult not to walk out. Then I was told a week later I was not hired because I was not Humble.,Mullets... hot or not? Â  1 Answer
"May 29, 2012","Anonymous Interview Candidate in Las Vegas, NV",Style Editor Interview,No Offer,Positive Experience,Average Interview,"I applied online. The process took 2 weeks. I interviewed at The Zappos Family (Las Vegas, NV) in May 2012.","The work culture at this company seems amazing, and online reviewers equate their hiring process to more of a courting ritual than a standard interview... meaning, they hire the people they like (people who seem to fit well into the office personality). This is pretty awesome, and it leaves you psyched to join the team... but when they choose someone else for the job, it leaves you feeling like you just got dumped... which is perhaps even sadder than getting rejected by the stale, legalistic-type companies.",What's the most fun you've ever had at work? Â  Answer Question
"May 9, 2012","Anonymous Interview Candidate in Las Vegas, NV",Solutions Analyst Interview,No Offer,Negative Experience,Average Interview,"The process took 2 weeks. I interviewed at The Zappos Family (Las Vegas, NV) in April 2012.","Watch out for the SA exercise. The correct answer is ""Producing a viable BRD of any quality will take more than two hours.""",How weird are you? Â  1 Answer
"Jul 28, 2012","Anonymous Interview Candidate in Las Vegas, NV",Merchandising Intern Interview,No Offer,Positive Experience,Easy Interview,"I applied online. The process took 4 weeks. I interviewed at The Zappos Family (Las Vegas, NV) in March 2012.","Filled out 2 online forms including culture test. Interview questions were similar to what I found on glassdoor: how weird are you, do you make friends with coworkers etc. Did a phone interview then 2 skype interviews.",What would your autobiography be titled? Â  Answer Question
"Apr 19, 2012","Anonymous Interview Candidate in Las Vegas, NV",Merchandise Assistant Interview,No Offer,Negative Experience,Average Interview,"I applied online. The process took 1 day. I interviewed at The Zappos Family (Las Vegas, NV) in February 2012.","HR person was confrontational and abrupt. When asked what my career goals were, I told her to work in buying and possibly transition into merchandising after that foundation was set. She informed me that that was not a viable career path...I'm sorry but any form of career path is viable if thats the way you want to go! I'm glad they felt the same as I did about them as it saved me from declining a terrible job. $13 an hour is the ""salary""...not industry standard by a long shot.",How weird are you on a scale of 1 to 10? Â  Answer Question
"Feb 24, 2012","Anonymous Interview Candidate in Henderson, NV",Android Engineer Interview,No Offer,Positive Experience,Average Interview,"I applied online. The process took 2+ months. I interviewed at The Zappos Family (Henderson, NV) in January 2012.","I didn't have a lot of experience working with Android, but some and was interested in the Zappos interview process since I had heard so much about it. I'm currently employed so it was no stress to interview and see where it went. I guess I'm kind of a serial interviewee because I enjoy interviewing for different jobs. I've turned down a lot because I wasn't necessarily interested in actually working there but wanted to improve on interviewing.

Here's how it went for me:

1. Applied online
2. Got an email from a Tech HR Recruiter (like most of the big silicon valley companies they use contract tech recruiters).
3. Had a phone interview with the recruiter setup.
4. Did a personality or as Zappos calls it culture interview to see if I was a good culture fit. Passed with flying colors.
5. About a day later spoke to an assistant who wanted to setup a technical interview with the team on the phone the next day.
6. Did the technical interview with the team on the phone. I let them know at that time that I wasn't an expert at java or android, but that I had done some development in it.
Â Â Â Â Â Â Â - They asked all of the typical questions, Polymorphism, Encapsulation, Big O Notation, etc. etc.
Â Â Â Â Â Â Â - Also asked Android specific questions, Activites, Intents, Data objects, Concepts, Layout, 9-patch etc.
7. I felt that the interview went ok, but that they could clearly see I was willing to learn but not an expert.
8. I didn't hear anything for 5 days and then I got an email indicating they were going to do some more interviews over the next couple of weeks and then get back to me. Which made me think hmm why not just tell me I wasn't experienced enough in Android and Java at that point? I reflected on it but it wasn't a big deal because it's just something that I added to the experience. Each interview process is unique in it's own ways.
9. So 2 weeks later exactly I got another email stating they wanted me to do a coding challenge. I won't spoil it for people still in the interview process. Its a pretty straight forward code challenge.
10. You have 2 hours to complete the coding challenge, the end result being an actual app.
11. I used existing code and modified it. Meh could have definitely done better if I had actually stayed up to date with android and the changing API. I did more when it was 1.5 1.6 and G1 days.
12. 2 weeks pass and I get another email that the team has reviewed my submission and they would like to have a coding review call the next week.
13. Week passes and then the coding review call occurs. Asking questions about issues I had, areas of code they were curious about, why some methods were public and not private, why I didn't use ProGuard never used the tool but now I know :). Overall I got the impression that yes, what I had submitted in the 2 hour timeframe really wasn't that impressive.
14. Still looks like the job is posted on their site, so dunno if they have hired someone yet.

Overall I really enjoyed the zappos interview process, at least as far as I got :). Definitely a fun process and nice people throughout!",What is your favorite superhero Â  1 Answer
"Jul 26, 2012","Anonymous Interview Candidate in Shepherdsville, KY",Photographer Assistant Interview,No Offer,Positive Experience,Average Interview,"I applied online. The process took 5+ months. I interviewed at The Zappos Family (Shepherdsville, KY) in January 2012.","I participated in the speed interview process for the photographer assistant position, and I actually really enjoyed it. I believe there were four interviewers and four interviewees. We spoke with each interviewer for five minutes and a bell would ring and we'd go to the next one. Each interviewer had a different categories/set of questions. This was clearly to see how you interact with different types of personalities. I really liked everyone I interviewed with, and I really enjoyed the company culture. I felt totally comfortable and confident about my interview, so I was surprised and disappointed when they contacted me a few days later to say I didn't get it, without offering a reason. Having said that, even though I didn't get the job, it was one of the best interview experiences I've ever had and I wish it could have lasted longer than 20 minutes.

A few things of note: I originally applied for this position in September of 2011. They didn't reply until November of 2011. In December, they had me fill out a long form application and take a personality test. I didn't interview until January of 2012. It was quite a drawn out process.","How do you feel about skinny jeans?
Mullets: hot or not? Â  Answer Question"
"Jun 7, 2012","Anonymous Interview Candidate in Las Vegas, NV",Junior Photographer Interview,No Offer,Positive Experience,Easy Interview,"I applied online. The process took 4+ weeks. I interviewed at The Zappos Family (Las Vegas, NV) in December 2011.","I applied online and heard back immediately from the hiring manager. The application had several ""off the cuff"" questions that helps to give insight into the applicants personality. After hearing from the HR manager we set up a phone interview that lasted around 30 minutes. The interviewer was very friendly and easy to talk to. Around a week or so later I was informed that they were going to go with another applicant. I was bummed out but overall it was a great experience with a very cool company.",How weird are you on a scale of 1-10 and why? Â  Answer Question
"Dec 29, 2011","Anonymous Interview Candidate in Las Vegas, NV",Business Technology Intern Interview,No Offer,Positive Experience,Average Interview,"The process took 1 day. I interviewed at The Zappos Family (Las Vegas, NV) in November 2011.","Questions asked:
1. Obviously, why you are attracted to that position
2. Your goals in life
3. What you're passionate about
4. Your interests outside of your major/academia

Your interviewer will likely be:
1. Very relaxed (mine wore jeans!)
2. Very much indulged in Zappos' people centric, ""weird"" company culture

Important tips to remember:
1. Know about the CEO and his personality
2. Learn about Zappos' unique culture
3. Don't be afraid to make small talk and be honest
4. Show your personality",What do you see yourself pursuing in 10 years not necessarily related to your field? Â  Answer Question
"Dec 9, 2011","Anonymous Interview Candidate in Henderson, NV",Human Resources Interview,No Offer,Positive Experience,Average Interview,"I applied online. The process took 2+ weeks. I interviewed at The Zappos Family (Henderson, NV) in October 2011.","I applied online and received an e-mail through Jobvite to schedule a phone interview. The recruiter was fantastic: friendly, engaging. I had no doubt my experience would be ideal, but - a word of advice - read on the company, its culture and core values. There are a lot of videos on YouTube to help as well. Anyway, since I'm very non-corporate, geeky, prankster, joker and down-to-earth, I'd figure it would be the kind of culture I'd thrive in.

A few days after the phone interview, I got an e-mail asking to schedule a sandbox test, which is used to determine your attention to detail. Only up to 2 mistakes are allowed in a 30-minute span, but if you are careful and detailed it will be an easy task.

Then, I was invited to interview in person at its HQs. As per the interview invitation and the corporate culture, I didn't dress up for the interview, but I was wearing clean and average business casual clothing. A shuttle picked me up at the hotel by 9:30 a.m. and took me to the HQs. After waiting a bit and being provided water by the very nice guy at the front concierge desk, I was taken to a themed conference room. Soon, the recruiter with whom I had the phone interview and a more senior person came in and we talked about my specific experience as it relates to the position. I think everything went well and I clicked with the interviewers - I think they clicked with me as well. We spoke for approximately 40-45 minutes.

Then, they left and a couple of other people in the department came in. The questions were of the 'cultural fit' mode. We joked and laughed a lot. It was very informal and I got to showcase a bit of my joking personality. This was another 40 minutes or so. By then, it was time for lunch with various potential coworkers.

They took me to a nearby restaurant and I tried to have a conversation with all the people present (about 12-14 people), asking questions and laughing along, trying to be congenial and collegial.

After lunch, I had a further interview with yet another senior representative and it was a very pleasant informal chat that, again, lasted 40-45 minutes.

At the end, a friendly person took me around for a tour. I felt at home at Zappos - no doubt. I felt the zany and creative air would be the perfect place for me and I would be able to succeed and be a constructive member of the team.

Then, the waiting game began. Unfortunately, a week to the day of the interview I got an e-mail that said something along the lines that a majority of the team didn't click with me and therefore they would not pursue my application, that it was a very tough decision after some prolonged deliberations, etc.

I got the impression that the people I spoke with during the 3 separate interviews were not the issue. The problem was at lunch with the rest of the people. But I question whether it's realistic to 'click' or not with someone at lunch over a period of one hour. I've always had lunch with a prospective hire, but I would never judge his/her suitability simply by what happened at lunch. Moreover, it's hard to 'click' with 10-12 different people.

That was a bit disappointing. However, I know who and what I am and I know full well I'd be great in a culture such as Zappo's. There's not one thing I'd change about my interview and I have nothing but kind words for the people I had the pleasure of meeting. Their loss, not mine!","On a scale from 0 to 10, how lucky are you? Â  Answer Question"
"Jan 20, 2012","Anonymous Interview Candidate in Las Vegas, NV",Business Analyst Interview,No Offer,Positive Experience,Average Interview,"I applied online. The process took 4+ weeks. I interviewed at The Zappos Family (Las Vegas, NV) in October 2011.","Got the phone interview schedule 2 days after submitting application on their website. First round was the phone interview with HR representative, questions included personality, team work experience and projects had done. They were very energetic and passionate which made me feel very comfortable to talk with them. The next day, I got the email saying I had passed the culture fitting interview and they would like to schedule the second round interview. It was still a phone interview with the people this position reporting to. This round was more about the technical questions regarding the skills you would use in the work.",why zappos Â  Answer Question
"Sep 23, 2011","Anonymous Interview Candidate in Henderson, NV",Digital Media Coordinator Interview,No Offer,Positive Experience,Average Interview,"The process took 5 weeks. I interviewed at The Zappos Family (Henderson, NV) in September 2011.","After I filled out the application online, I got an email about 2 weeks later to set up a phone interview. My first phone interview was with my department director. Then I set up another phone interview with a recruiter. After that I took an excel test and an online sandbox test. After all that was complete, I had ""interview day"" complete with office tour and a few hours of panel interviews that concluded with lunch with the team.",why should we hire you vs the other candidates? Â  Answer Question
"Sep 3, 2011","Anonymous Interview Candidate in Las Vegas, NV",Merchandising Assistant Interview,Declined Offer,Negative Experience,Easy Interview,"I applied online. The process took 1 day. I interviewed at The Zappos Family (Las Vegas, NV) in August 2011.","I applied online and it didn't take them long to contact me by email. They allowed me to chose when I wanted to do a phone interview, which is first in the hiring process. The girl who did my interview was really friendly and the interview was pretty casual. They seem to have a very laid back personality and a very fun atmosphere. I was excited about the job and maybe getting the chance to move to Las Vegas until she told me what the pay rate was.....$13/hr. I couldn't believe it! This job requires a degree and I have a Master's and i'm getting paid hourly??? Which mean's there's no job security. Not to mention that's only $27,000 a year to move to Las Vegas, one of the most expensive cities in the country. They pay almost $20,000 less than anyone else. Plus, there's no set time table for advancement between levels. You could get stuck as as assistant forever! There was no way I was moving all the way to the West Coast for that. They sound great, but they are really going to have to offer more in order to get the highest quality employees.",Tell me about each job on your resume? Â  Answer Question
