Date,Location,Job,Offer_Decision,Experience,Interview_Diff,Application_Text,Interview_Text,Interview_Q
20 Feb 2018,"Anonymous Interview Candidate in San Jose, CA (US)",Product Software Development,No Offer,Neutral Experience,Average Interview,"I applied online. The process took a week. I interviewed at Verizon (San Jose, CA (US)) in February 2018.",Application,Why Verizon? Â  Answer Question
28 Jan 2018,Anonymous Interview Candidate,Retail Sales Associate,No Offer,Positive Experience,Easy Interview,I applied online. I interviewed at Verizon.,Application,Basic interview questions for entry-level job. Â  Answer Question
26 Jan 2018,Anonymous Employee,Project Manager,Accepted Offer,Neutral Experience,Average Interview,I applied through a recruiter. I interviewed at Verizon.,Application,Tell me about a challenging situation and how you handled it. Â  Answer Question
18 Jan 2018,Anonymous Employee,Customer Service Specialist,Accepted Offer,Positive Experience,Difficult Interview,I applied online. I interviewed at Verizon.,Application,You were read a script that is set up like a normal phone conversation. You were asked to sell the customer a new phone. Â  Answer Question
21 Jan 2018,"Anonymous Employee in New York, NY (US)",Customer Service Representative,Accepted Offer,Negative Experience,Average Interview,"I applied online. The process took 2+ months. I interviewed at Verizon (New York, NY (US)).",Application,"I was given a scenario like if a customer calls in with a problem, how would you calm that person down and at the same time sell them a product at the end of that call? Â  Answer Question"
14 Jan 2018,"Anonymous Employee in New York, NY (US)",Solutions Specialist,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 4+ weeks. I interviewed at Verizon (New York, NY (US)) in January 2018.",Application,Explain a situation where you had to deal with a difficult customer. What was the outcome? Â  Answer Question
1 Jan 2018,Anonymous Employee,Software Engineer,Accepted Offer,Neutral Experience,Easy Interview,I applied online. I interviewed at Verizon.,Application,"-> Describe your projects
-> hardly any white board coding , depends on team . Â  Answer Question"
5 Jan 2018,Anonymous Interview Candidate,Architect,No Offer,Negative Experience,Easy Interview,I applied online. The process took 2 weeks. I interviewed at Verizon.,Application,typical HR and design questions Â  Answer Question
30 Jan 2018,"Anonymous Employee in Ithaca, NY (US)",MBA,Accepted Offer,Positive Experience,Easy Interview,"I applied through college or university. The process took 5 days. I interviewed at Verizon (Ithaca, NY (US)) in January 2018.",Application,How would you go about commercializing a product? Â  Answer Question
17 Feb 2018,Anonymous Interview Candidate,Customer Service Representative,No Offer,Positive Experience,Average Interview,I applied online. The process took 6 weeks. I interviewed at Verizon in January 2018.,Application,"The one thing they asked thatI bombed at was describe something from the video that stood out to you. Well my interview was scheduled 2 weeks prior and I was expressed that the video needed to be watched ASAP so I watched it right then and there. Therefore I kinda forgot all about it. Word of advice watch the videos before the interview again, lol Â  1 Answer"
23 Jan 2018,"Anonymous Interview Candidate in San Diego, CA (US)",Sales and Business Development Representative,No Offer,Positive Experience,Easy Interview,"I applied online. The process took 2 weeks. I interviewed at Verizon (San Diego, CA (US)) in January 2018.",Application,Behavioral questions all the way - think about the position you're applying for and the challenges that come with it. Questions will likely stem from these topics. Â  1 Answer
2 Mar 2018,"Anonymous Interview Candidate in Basking Ridge, NJ (US)",Leadership Development Program,No Offer,Positive Experience,Difficult Interview,"I applied online. The process took 6+ months. I interviewed at Verizon (Basking Ridge, NJ (US)) in January 2018.",Application,Code FizzBuzz in desired language. Â  Answer Question
16 Mar 2018,"Anonymous Interview Candidate in Dallas, TX (US)",Inside Sales Representative,No Offer,Neutral Experience,Easy Interview,"I applied through a recruiter. The process took a week. I interviewed at Verizon (Dallas, TX (US)) in January 2018.",Application,Tell me about a time you had to deal with an upset customer and how did you handle it? Â  Answer Question
24 Mar 2019,"Anonymous Interview Candidate in New York, NY (US)",IT Support Specialist,Declined Offer,Positive Experience,Easy Interview,"I applied online. The process took 5 days. I interviewed at Verizon (New York, NY (US)) in January 2018.",Application,where do you see yourself in 5 years Â  1 Answer
17 Mar 2019,Anonymous Interview Candidate,Management,Declined Offer,Neutral Experience,Average Interview,I applied online. I interviewed at Verizon in January 2018.,Application,"Management related question, leadership Â  1 Answer"
9 May 2019,"Anonymous Employee in Boston, MA (US)",Team Leader,Accepted Offer,Positive Experience,Average Interview,"I applied through an employee referral. I interviewed at Verizon (Boston, MA (US)) in January 2018.",Application,Tell me about a time you had someone not making their targets. Â  1 Answer
29 Apr 2019,"Anonymous Employee in San Angelo, TX (US)",Solutions Specialist,Accepted Offer,Positive Experience,Difficult Interview,"I applied online. The process took 2+ months. I interviewed at Verizon (San Angelo, TX (US)) in January 2018.",Application,What is one quality you have that you donât like about yourself? Â  Answer Question
29 Jan 2018,Anonymous Interview Candidate,Solutions Specialist,No Offer,Positive Experience,Average Interview,I applied online. The process took 4 days. I interviewed at Verizon in January 2018.,Application,Why would you choose Verizon? Â  1 Answer
6 Feb 2018,"Anonymous Employee in Chicago, IL (US)",Solutions Specialist,Accepted Offer,Neutral Experience,Difficult Interview,"I applied online. The process took 6+ weeks. I interviewed at Verizon (Chicago, IL (US)) in January 2018.",Application,Can you handle an environment where things change often? how do you handle change? Â  Answer Question
12 Feb 2018,"Anonymous Employee in Wilmington, NC (US)",Financial Services Representative,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 3 weeks. I interviewed at Verizon (Wilmington, NC (US)) in January 2018.",Application,Tell me about a time when you had to calm down a customer. What did you do? How did it turn out? Â  Answer Question
22 Jan 2018,"Anonymous Employee in Alpharetta, GA (US)",Customer Service Specialist,Accepted Offer,Positive Experience,Average Interview,"I applied online. I interviewed at Verizon (Alpharetta, GA (US)) in January 2018.",Application,Tell me about a time you had to go above and beyond your job description for a customer. Â  Answer Question
15 May 2018,Anonymous Interview Candidate,Director of SEO,Declined Offer,Positive Experience,Average Interview,I applied online. The process took 3 weeks. I interviewed at Verizon in January 2018.,Application,What is your prior SEO experience. Â  Answer Question
6 Mar 2018,"Anonymous Interview Candidate in West Palm Beach, FL (US)",McKinley,Declined Offer,Positive Experience,Easy Interview,"I applied online. I interviewed at Verizon (West Palm Beach, FL (US)) in January 2018.",Application,"Years of experience, tell me about an irrate customer and how you handled them Â  1 Answer"
15 Aug 2018,"Anonymous Employee in West Valley City, UT (US)",Tech Advocate,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 3 weeks. I interviewed at Verizon (West Valley City, UT (US)) in January 2018.",Application,Describe a time you had to deal with a difficult customer and how you resolved the issue. How do you handle high pressure situations? What are your Strengths? What's your biggest weakness? Why are you the right fit for this team? Â  1 Answer
23 Dec 2017,"Anonymous Employee in New York, NY (US)",Solutions Specialist,Accepted Offer,Neutral Experience,Average Interview,"I applied online. The process took 2 weeks. I interviewed at Verizon (New York, NY (US)).",Application,Name a time in your past where you faced a challenge at work and were able to turn it around? Â  Answer Question
14 Dec 2017,Anonymous Interview Candidate,Intern - Hourly,No Offer,Neutral Experience,Average Interview,I applied online. I interviewed at Verizon.,Application,Why do you want to work with Verizon? Â  Answer Question
14 Dec 2017,Anonymous Interview Candidate,Sales Representative,Declined Offer,Positive Experience,Average Interview,It was an easy interview. Great company and very comfortable to meet with the interviewers. They were kind and welcoming. Awesome position! Would recommend to others to try if you think it will be a good fit for you. :-),Application,Experience and qualifications Â  Answer Question
2 Jan 2018,"Anonymous Employee in Honolulu, HI (US)",Solutions Specialist,Accepted Offer,Positive Experience,Difficult Interview,"I applied online. The process took 4+ weeks. I interviewed at Verizon (Honolulu, HI (US)) in December 2017.",Application,"1. Tell me about your background and work experience.
2. Tell me about a time you achieved a goal.
3. Tell me about any relevant sales/retail experience you might have (if any.)
4. What part of the Verizon credo stood out to you and why?
5. How do you feel about sales quotas, retail hours, working holidays and weekends?
6. Where are some places you learned about sales? (Education? Experience? Self learning? etc.)
7. Sell meâ¦Â  a bluetooth speaker.
8. Sell me a fitbit wearable.
9. Try it again, but this time probe deeper into the customer's story. Â  Answer QuestionShow More"
12 Jan 2018,"Anonymous Interview Candidate in Basking Ridge, NJ (US)",Product Manager,No Offer,Negative Experience,Easy Interview,"I applied online. The process took 4+ weeks. I interviewed at Verizon (Basking Ridge, NJ (US)) in December 2017.",Application,Q: Please tell us about your experience Â  Answer Question
26 Dec 2017,"Anonymous Interview Candidate in New York, NY (US)",Operations Manager,No Offer,Positive Experience,Difficult Interview,"I applied online. The process took 3 days. I interviewed at Verizon (New York, NY (US)) in December 2017.",Application,What would you do if you could not provide a service requested by a customer. Â  1 Answer
23 Jan 2018,"Anonymous Interview Candidate in Elizabeth, NJ (US)","Basking Ridge, NJ, United States Full-Time Students - Full Time Positions",No Offer,Positive Experience,Easy Interview,"I applied through an employee referral. The process took 4+ weeks. I interviewed at Verizon (Elizabeth, NJ (US)) in December 2017.",Application,A time where you had to think outside of the box. Â  Answer Question
2 Dec 2017,Anonymous Employee,Senior Software Engineer,Accepted Offer,Neutral Experience,Easy Interview,I applied online. The process took 2 weeks. I interviewed at Verizon.,Application,"GCM/FCM push notification, Sqlite Database, content provider, multi-threading, new framework, Rest Api, sync/ async process, queue/ stack, production improvement. Â  1 Answer"
29 Nov 2017,Anonymous Interview Candidate,Intern,No Offer,Positive Experience,,"There is an online interview, Hirevue. Asks Behavioral Questions about why you want to work for Verizon. Only get one try to answer the questions. Dress up for the interview",Application,Why Verizon Â  Answer Question
13 Feb 2018,"Anonymous Interview Candidate in Jersey City, NJ (US)",Java Developer,Declined Offer,Positive Experience,Average Interview,"I applied through a staffing agency. I interviewed at Verizon (Jersey City, NJ (US)) in December 2017.",Application,Explain your project end to end with web services and architecture Â  1 Answer
12 Jan 2018,"Anonymous Employee in Fairfax, VA (US)",Store Manager,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 3 days. I interviewed at Verizon (Fairfax, VA (US)) in December 2017.",Application,Why I wanted to work there Â  1 Answer
3 Jan 2018,Anonymous Employee,Solutions Specialist,Accepted Offer,Positive Experience,Difficult Interview,I applied online. The process took 3 weeks. I interviewed at Verizon in December 2017.,Application,What makes you stand out from your competitors? Â  Answer Question
12 Mar 2018,Anonymous Interview Candidate,Entry Level IT,No Offer,Neutral Experience,Average Interview,I applied online. The process took 2+ months. I interviewed at Verizon in December 2017.,Application,What makes you a great fit for Verizon Â  Answer Question
22 Nov 2017,Anonymous Interview Candidate,Technical Recruiter,No Offer,Negative Experience,Average Interview,I applied online. I interviewed at Verizon.,Application,
17 Nov 2017,Anonymous Employee,District Manager,Accepted Offer,Positive Experience,Difficult Interview,I applied online. The process took 2 weeks. I interviewed at Verizon.,Application,If given the opportunity how would you improve overall performance? Â  Answer Question
4 Dec 2017,Anonymous Interview Candidate,Network Engineering Co-Op,No Offer,Neutral Experience,,I applied online. The process took 3 weeks. I interviewed at Verizon in November 2017.,Application,"If you are currently enrolled in a U.S. accredited Bachelor's or Master's degree program, what is your most recent Grade Point Average (GPA)? (Short answer, answered in text box) Â  Answer Question"
28 Oct 2017,Anonymous Employee,IT Entry Level,Accepted Offer,Positive Experience,Easy Interview,I applied online. I interviewed at Verizon.,Application,What makes you qualify for the position you applied? Â  1 Answer
19 Dec 2017,"Anonymous Employee in Warren, NJ (US)",Business Analyst,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 2 weeks. I interviewed at Verizon (Warren, NJ (US)) in November 2017.",Application,Describe a time you lead a cross functional team. Â  1 Answer
24 Jan 2018,Anonymous Interview Candidate,Intern,No Offer,Neutral Experience,Average Interview,I applied online. The process took 2 weeks. I interviewed at Verizon in November 2017.,Application,Why would you be a good fit for verizon? Â  Answer Question
13 Jan 2018,"Anonymous Interview Candidate in Tulsa, OK (US)",Intern,No Offer,Positive Experience,Easy Interview,"I applied online. The process took 2+ months. I interviewed at Verizon (Tulsa, OK (US)) in November 2017.",Application,Mostly behavioral. In-line with relating future job duties with past work/school/group skills and responsibilities. Â  Answer Question
28 Jan 2019,"Anonymous Employee in Basking Ridge, NJ (US)",IT,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took a week. I interviewed at Verizon (Basking Ridge, NJ (US)) in November 2017.",Application,Name a situation were you gave an innovative solution to a problem. Â  Answer Question
11 Nov 2017,"Anonymous Interview Candidate in Miami, FL (US)",IT,No Offer,Negative Experience,Easy Interview,"I applied online. The process took a week. I interviewed at Verizon (Miami, FL (US)) in November 2017.",Application,Why do you want to work for Verizon? Â  Answer Question
20 Nov 2017,"Anonymous Interview Candidate in Chicago, IL (US)",Solutions Specialist,No Offer,Positive Experience,Average Interview,"I applied online. The process took 2 weeks. I interviewed at Verizon (Chicago, IL (US)) in November 2017.",Application,Why do you want to work at Verizon. Â  Answer Question
6 Sep 2018,"Anonymous Employee in Roseville, MI (US)",Solutions Specialist,Accepted Offer,Neutral Experience,Average Interview,"I applied online. The process took 5 days. I interviewed at Verizon (Roseville, MI (US)) in November 2017.",Application,what is the reason in which you would like to work with us. Â  Answer Question
17 Nov 2017,"Anonymous Interview Candidate in Warren, NJ (US)",Project Manager,No Offer,Positive Experience,Average Interview,"I applied through a recruiter. The process took a week. I interviewed at Verizon (Warren, NJ (US)) in November 2017.",Application,What is one of your strengths? Â  Answer Question
28 Nov 2017,"Anonymous Interview Candidate in Allentown, PA (US)",Financial Analyst,No Offer,Negative Experience,Easy Interview,"I applied online. The process took 2 weeks. I interviewed at Verizon (Allentown, PA (US)) in November 2017.",Application,
10 Dec 2017,"Anonymous Employee in Atlanta, GA (US)",Customer Solutions Specialist,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 3 weeks. I interviewed at Verizon (Atlanta, GA (US)) in November 2017.",Application,Tell me about a time when you had a goal and what did you do to meet that goal? Â  1 Answer
31 Oct 2017,Anonymous Interview Candidate,Entry Level Engineer,No Offer,Positive Experience,Easy Interview,Pretty Straightforward video Q&A. You have time to prepare your answer before you hit the record button. Haven't heard back from them yet so I dont know if i got the job or not.,Application,How does this role meet your short term and long term career goals? Â  1 Answer
25 Feb 2019,"Anonymous Employee in Columbus, OH (US)",Customer Service Representative,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 2+ weeks. I interviewed at Verizon (Columbus, OH (US)) in November 2017.",Application,Are you looking to move up? Â  1 Answer
29 Dec 2017,"Anonymous Employee in Basking Ridge, NJ (US)",Product Management,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 3+ months. I interviewed at Verizon (Basking Ridge, NJ (US)) in November 2017.",Application,What role do you want to apply for and why? Â  1 Answer
4 Jan 2018,"Anonymous Interview Candidate in New York, NY (US)",Business Transformation Consultant,No Offer,Neutral Experience,Easy Interview,"I applied through college or university. The process took 2 weeks. I interviewed at Verizon (New York, NY (US)) in November 2017.",Application,Tell me about a time you worked in a team. Â  Answer Question
16 Dec 2018,"Anonymous Employee in Brentwood, CA (US)",CSR,Accepted Offer,Negative Experience,Difficult Interview,"I applied through a recruiter. The process took 2 weeks. I interviewed at Verizon (Brentwood, CA (US)) in November 2017.",Application,Sell me a broom. Â  1 Answer
12 Oct 2017,Anonymous Employee,Customer Service Representative,Accepted Offer,Neutral Experience,Difficult Interview,"Started with phone interview, if you pass then in person, STAR Format, which I don't think most people know. Sat at a table with several members of management all asking questions. Slightly terrifying. Next step was computer test.",Application,Tech/troubleshooting questions Â  Answer Question
29 Oct 2017,"Anonymous Interview Candidate in Macon, GA (US)",Solutions Specialist,No Offer,Neutral Experience,Average Interview,"I applied through an employee referral. I interviewed at Verizon (Macon, GA (US)).",Application,whats an everyday app you use on a daily basics and why? Â  1 Answer
17 Oct 2017,Anonymous Employee,Sales Leader,Accepted Offer,Negative Experience,Easy Interview,I applied through a staffing agency. The process took 5 days. I interviewed at Verizon.,Application,
18 Oct 2017,"Anonymous Interview Candidate in New York, NY (US)",Production Manager,No Offer,Negative Experience,Easy Interview,"I applied online. I interviewed at Verizon (New York, NY (US)).",Application,"Nothing about my previous work experience since the person I came in to meet with wasn't there, and no else was prepared to interview me. Â  Answer Question"
24 Oct 2017,Anonymous Interview Candidate,Solutions Specialist,No Offer,Neutral Experience,Average Interview,I applied through a recruiter. The process took 2 weeks. I interviewed at Verizon.,Application,They gave me a product of theirs and I had to sell it to them. Â  Answer Question
24 Oct 2017,Anonymous Employee,Sales Associate,Accepted Offer,Positive Experience,Average Interview,"Long process. Took about a month. First phone interview, second in-person interview, then a third round in-person interview. They ask situational questions and you better be prepared with a specific answer.",Application,What is my experience? Â  Answer Question
21 Oct 2017,Anonymous Employee,Government Account Coordinator,Accepted Offer,Positive Experience,Average Interview,I applied online. I interviewed at Verizon.,Application,Name a time when you had to work with someone who you did not get along with. Â  Answer Question
12 Oct 2017,"Anonymous Employee in Newark, NJ (US)",Technician,Accepted Offer,Positive Experience,Easy Interview,"I applied through an employee referral. The process took 2 weeks. I interviewed at Verizon (Newark, NJ (US)).",Application,How do you feel about working in all types of weather and doing shift work and overtime. Â  Answer Question
22 Oct 2017,"Anonymous Interview Candidate in Basking Ridge, NJ (US)",Intern,Declined Offer,Positive Experience,Easy Interview,"I applied online. I interviewed at Verizon (Basking Ridge, NJ (US)).",Application,How do you keep up with the latest software? Â  1 Answer
15 Oct 2017,"Anonymous Employee in Lake Mary, FL (US)",Entry Level Financial Analyst,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 3 weeks. I interviewed at Verizon (Lake Mary, FL (US)) in October 2017.",Application,Why are you interested in working for Verizon? Â  Answer Question
16 Oct 2017,Anonymous Employee,Information Technology,Accepted Offer,Positive Experience,Easy Interview,I applied online. The process took 2 weeks. I interviewed at Verizon in October 2017.,Application,Why do you want to work for Verizon? Â  1 Answer
27 Nov 2017,"Anonymous Employee in Webster, NY (US)",Customer Service Representative,Accepted Offer,Positive Experience,Easy Interview,"I applied in-person. The process took 1 day. I interviewed at Verizon (Webster, NY (US)) in October 2017.",Application,"If someone called in saying they broke their phone and they're going on their honeymoon cruise tomorrow and they need a new phone, how would you react? Â  1 Answer"
1 Oct 2017,Anonymous Interview Candidate,Finance,Declined Offer,Positive Experience,Easy Interview,I applied online. The process took 4 weeks. I interviewed at Verizon.,Application,"Tell me about a project in which you were the leader?
Tell me about yourself? Â  Answer Question"
7 Nov 2017,Anonymous Interview Candidate,IT,No Offer,Positive Experience,Average Interview,I applied online. The process took 1 day. I interviewed at Verizon in October 2017.,Application,Why Verizon? Â  Answer Question
11 Oct 2017,"Anonymous Interview Candidate in Fort Worth, TX (US)",Financial Operations,No Offer,Neutral Experience,Easy Interview,"I applied online. The process took 4 weeks. I interviewed at Verizon (Fort Worth, TX (US)) in October 2017.",Application,Why did you choose to apply to Verizon? Why do you think it would be a good fit for you? Â  Answer Question
4 Aug 2018,"Anonymous Interview Candidate in Clifton, NJ (US)",Software Developer,No Offer,Positive Experience,Average Interview,"I applied through a recruiter. I interviewed at Verizon (Clifton, NJ (US)) in October 2017.",Application,Explain what you know about technologies used in call centres Â  Answer Question
4 Dec 2017,"Anonymous Interview Candidate in Warren, NJ (US)",Software Engineer,No Offer,Positive Experience,Average Interview,"I applied through a staffing agency. I interviewed at Verizon (Warren, NJ (US)) in October 2017.",Application,"On Unix, you have a program that worked fine with your unit testing and in QA and when it got to Production, it crashed horribly in ten hours after processing, say ten million requests. How do you approach such a situation? Â  Answer Question"
20 Oct 2017,"Anonymous Interview Candidate in Dallas, TX (US)",Intern,No Offer,Neutral Experience,Average Interview,"I applied online. The process took a week. I interviewed at Verizon (Dallas, TX (US)) in October 2017.",Application,Why verizon? Â  Answer Question
8 Nov 2017,Anonymous Interview Candidate,Senior Manager,No Offer,Neutral Experience,Average Interview,I applied online. The process took 2 weeks. I interviewed at Verizon in October 2017.,Application,
8 Mar 2018,"Anonymous Interview Candidate in Basking Ridge, NJ (US)",Information Technology,No Offer,Positive Experience,Average Interview,"I applied online. The process took 3+ months. I interviewed at Verizon (Basking Ridge, NJ (US)) in October 2017.",Application,Describe your relevant past experiences and how they will help you succeed in this opportunity. Â  Answer Question
5 Nov 2017,Anonymous Employee,Solutions Specialist,Accepted Offer,Positive Experience,Average Interview,I applied online. The process took 4+ weeks. I interviewed at Verizon in October 2017.,Application,What was on problem you couldnât fix? Â  Answer Question
6 Oct 2017,"Anonymous Interview Candidate in Jamesburg, NJ (US)",Retail Sales Associate,No Offer,Positive Experience,Average Interview,"I applied online. I interviewed at Verizon (Jamesburg, NJ (US)) in October 2017.",Application,Look at what is in front of you and let's role play and try to sell it to me. Â  Answer Question
17 Nov 2017,"Anonymous Interview Candidate in Ashburn, VA (US)",Network Engineer,Declined Offer,Neutral Experience,Average Interview,"I applied through an employee referral. The process took a week. I interviewed at Verizon (Ashburn, VA (US)) in October 2017.",Application,Asked for my previous experience. Â  1 Answer
11 Mar 2018,"Anonymous Interview Candidate in Basking Ridge, NJ (US)",Network Engineer,No Offer,Neutral Experience,Easy Interview,"I applied through college or university. The process took 6+ months. I interviewed at Verizon (Basking Ridge, NJ (US)) in October 2017.",Application,Describe a time when you had to lead a group after a failure? Â  1 Answer
12 Feb 2018,"Anonymous Interview Candidate in Newark, NJ (US)",Network Engineer,No Offer,Negative Experience,Easy Interview,"I applied online. The process took 4+ months. I interviewed at Verizon (Newark, NJ (US)) in October 2017.",Application,"behavioral stuff, why do you want to work here, what do you bring, etc. they had a list of questions to ask and wrote down what i said Â  Answer Question"
5 Dec 2017,"Anonymous Interview Candidate in Schaumburg, IL (US)",Business Account Specialist,No Offer,Negative Experience,Difficult Interview,"I applied in-person. The process took 2 weeks. I interviewed at Verizon (Schaumburg, IL (US)) in October 2017.",Application,Why should I give you this 100k+ job? Â  Answer Question
29 Aug 2018,"Anonymous Employee in Washington, DC (US)",Fios Technician,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 2 weeks. I interviewed at Verizon (Washington, DC (US)) in October 2017.",Application,"They asked for previous experience. Pretty classic interview, bunch of questions judging your knowledge on the subject and why is fit for you and on and on. Â  1 Answer"
8 Dec 2017,Anonymous Interview Candidate,Client Success Specialist,No Offer,Negative Experience,Average Interview,I applied online. I interviewed at Verizon in October 2017.,Application,Name a situation where you had to deal with a difficult customer. Â  1 Answer
9 Oct 2017,"Anonymous Interview Candidate in New York, NY (US)",Hadoop Developer,No Offer,Positive Experience,Easy Interview,"I applied online. I interviewed at Verizon (New York, NY (US)) in October 2017.",Application,What is RDD? Â  1 Answer
21 Sep 2017,"Anonymous Interview Candidate in New York, NY (US)",Project Manager,Declined Offer,Negative Experience,Easy Interview,"Very bubbly juniors performing the interviews. One of the interviewers seemed to be stressed, impatient, and in a hurry. The office was quiet, but the environment was described as chaotic and stressful.",Application,They asked a lot of questions regarding familiarity of software programs. Â  Answer Question
21 Sep 2017,"Anonymous Employee in Branchburg, NJ (US)",Senior Network Engineer,Accepted Offer,Positive Experience,Average Interview,"I applied through an employee referral. I interviewed at Verizon (Branchburg, NJ (US)).",Application,BGP Routing Â  1 Answer
9 Sep 2017,Anonymous Interview Candidate,Outside Plant Engineer,Declined Offer,Positive Experience,Average Interview,I applied online. I interviewed at Verizon.,Application,What is the most difficult type of person that you have had to deal with and how did you manage to work with them? Â  4 Answers
23 Oct 2017,"Anonymous Interview Candidate in Boston, MA (US)",Outside Plant Engineer,No Offer,Neutral Experience,Average Interview,"I applied online. The process took 4+ weeks. I interviewed at Verizon (Boston, MA (US)) in September 2017.",Application,STAR questions: Name a time when you had to get somebody to do something that they didn't want to do Â  1 Answer
23 Sep 2017,"Anonymous Interview Candidate in Tampa, FL (US)",Inside Sales Representative,No Offer,Negative Experience,Average Interview,"I applied online. The process took 2 weeks. I interviewed at Verizon (Tampa, FL (US)) in September 2017.",Application,Name a time where you had a customer and your product didnât fit their needs. How did you close the deal. Â  Answer Question
8 Sep 2017,Anonymous Employee,Account Manager,Accepted Offer,Neutral Experience,,I applied through other source. I interviewed at Verizon.,Application,Tell me about a time you dealt with a difficult customer and how you handled it. Â  Answer Question
7 Sep 2017,Anonymous Employee,Credit Analyst,Accepted Offer,Positive Experience,Average Interview,I applied online. I interviewed at Verizon.,Application,"Tell me about a time you had to do something with a team, and what was your role? Â  Answer Question"
12 Dec 2017,"Anonymous Interview Candidate in Tampa, FL (US)",Information Technology,Declined Offer,Neutral Experience,Easy Interview,"I applied online. The process took 4+ months. I interviewed at Verizon (Tampa, FL (US)) in September 2017.",Application,What are your interests? Â  1 Answer
23 Oct 2017,"Anonymous Interview Candidate in Deerfield Beach, FL (US)",Store Associate,Declined Offer,Positive Experience,Average Interview,"I applied online. The process took 1 day. I interviewed at Verizon (Deerfield Beach, FL (US)) in September 2017.",Application,What are your strengths Â  Answer Question
3 Oct 2017,"Anonymous Interview Candidate in Los Angeles, CA (US)",Sales,Declined Offer,Positive Experience,Average Interview,"I applied online. I interviewed at Verizon (Los Angeles, CA (US)) in September 2017.",Application,work experience and qualifications Â  1 Answer
10 Oct 2017,"Anonymous Interview Candidate in Dallas, TX (US)",IT Analyst,Declined Offer,Positive Experience,Easy Interview,"I applied online. The process took 4+ weeks. I interviewed at Verizon (Dallas, TX (US)) in September 2017.",Application,Long term/short term goals and how job at Verizon works with that Â  1 Answer
11 Oct 2017,"Anonymous Employee in Phoenix, AZ (US)",Solutions Specialist,Accepted Offer,Positive Experience,Average Interview,"I applied through an employee referral. The process took 2 weeks. I interviewed at Verizon (Phoenix, AZ (US)) in September 2017.",Application,Why Verizon? Â  1 Answer
21 Nov 2018,"Anonymous Employee in Houston, TX (US)",Solutions Specialist,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 4+ weeks. I interviewed at Verizon (Houston, TX (US)) in September 2017.",Application,"We have an accessory of the month, I want you to position it to me as a customer and why I would benefit from it. Â  1 Answer"
29 Oct 2018,"Anonymous Employee in Bedminster, NJ (US)",Project Manager,Accepted Offer,Positive Experience,Difficult Interview,"I applied online. The process took 4 weeks. I interviewed at Verizon (Bedminster, NJ (US)) in September 2017.",Application,Tel me about a time when you had to work with a difficult co-worker. What did you do get through that? Â  1 Answer
29 May 2019,"Anonymous Employee in Irvine, CA (US)",Senior Financial Analyst,Accepted Offer,Positive Experience,Difficult Interview,"I applied online. The process took 2+ months. I interviewed at Verizon (Irvine, CA (US)) in September 2017.",Application,Tell us a time when you led a project? Â  Answer Question
29 Oct 2019,"Anonymous Employee in Huntsville, AL (US)",Customer Solutions Specialist,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 3 weeks. I interviewed at Verizon (Huntsville, AL (US)) in September 2017.",Application,Describe a time that you were in a difficult situation with a customer and how you handled it Â  1 Answer
17 Oct 2017,Anonymous Interview Candidate,Sales Associate,No Offer,Negative Experience,Average Interview,I applied online. The process took 3 weeks. I interviewed at Verizon in September 2017.,Application,How does your knowledge of technology can help our store? Â  1 Answer
1 May 2018,"Anonymous Employee in Basking Ridge, NJ (US)",Client Partner,Accepted Offer,Positive Experience,Difficult Interview,"I applied through other source. The process took 6 weeks. I interviewed at Verizon (Basking Ridge, NJ (US)) in September 2017.",Application,Give is some projects you have worked on in the past Â  Answer Question
20 Sep 2017,"Anonymous Interview Candidate in Philadelphia, PA (US)",Senior Client Executive,No Offer,Negative Experience,Easy Interview,"I applied online. I interviewed at Verizon (Philadelphia, PA (US)) in September 2017.",Application,"Initial phone screen....typical questions; why do you want to leave, salary desired, etc. Never got to any more questions because they never showed up or rescheduled the interview!! Â  1 Answer"
18 Feb 2020,"Anonymous Employee in New York, NY (US)",Sales Associate,Accepted Offer,Positive Experience,Average Interview,"I applied online. I interviewed at Verizon (New York, NY (US)) in September 2017.",Application,Why do you want to work for Verizon? Â  Answer Question
19 Jul 2017,Anonymous Employee,Customer Service Representative,Accepted Offer,Positive Experience,Easy Interview,I applied online. I interviewed at Verizon.,Application,Tell me of a time where you went above the call of duty for a customer? How would you handle a difficult customer? The questions were easy; but you must elaborate in regards to your answers. Â  Answer Question
14 Aug 2017,"Anonymous Employee in Cranberry, PA (US)",Customer Service Representative,Accepted Offer,Positive Experience,Average Interview,"I applied online. I interviewed at Verizon (Cranberry, PA (US)).",Application,What makes you stand out of the crowd Â  1 Answer
