Date,Location,Job,Offer_Decision,Experience,Interview_Diff,Application_Text,Interview_Text,Interview_Qs
21-Feb-18,Anonymous Interview Candidate,User Experience Designer Interview,No Offer,Positive Experience,Average Interview,I applied online. The process took a week. I interviewed at AT&T in February 2018.,Application,Why AT&T? Â  Answer Question
17-May-18,"Anonymous Interview Candidate in Kansas City, MO",Tech Interview,Declined Offer,Positive Experience,Average Interview,"I applied online. The process took 4+ weeks. I interviewed at AT&T (Kansas City, MO) in February 2018.",Application,Experience Â  1 Answer
1-Jun-18,"Anonymous Employee in San Francisco, CA",IDC Technical Specialist Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 4+ weeks. I interviewed at AT&T (San Francisco, CA) in February 2018.",Application,They asked about troubleshooting fiber connectivity which spanned over multiple Optical distribution panels Â  Answer Question
23-Jun-18,"Anonymous Interview Candidate in Los Angeles, CA",Software Engineer(Internship) Interview,No Offer,Negative Experience,Average Interview,"I applied online. The process took 4 weeks. I interviewed at AT&T (Los Angeles, CA) in February 2018.",Application,Skills and personality Â  Answer Question
30-Dec-19,"Anonymous Employee in Dallas, TX",Marketing Communications Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 2 weeks. I interviewed at AT&T (Dallas, TX) in February 2018.",Application,Examples of leadership scenarios and technological questions to test your knowledge on the industry along with your background. Don't be afraid to brag about your accomplishments and talk about key scenarios of excellence. Make sure you do not overdo it. Â  1 Answer
26-Jan-18,Anonymous Employee,Software Developer Interview,Accepted Offer,Positive Experience,Average Interview,I applied online. The process took 2+ months. I interviewed at AT&T.,Application,"Given an array of characters, delete all of the repeating characters in the array. Â  Answer Question"
24-Jan-18,Anonymous Employee,U-Verse Premises Technician Interview,Accepted Offer,Positive Experience,Average Interview,The process took 2 weeks. I interviewed at AT&T.,Application,What do you know about AT&T? Â  Answer Question
14-Jan-18,"Anonymous Interview Candidate in New York, NY",Premise Technician Interview,Declined Offer,Negative Experience,Easy Interview,"I applied online. The process took 4 days. I interviewed at AT&T (New York, NY).",Application,Tell of a time that you had a conflict with fellow worker Â  Answer Question
13-Jan-18,"Anonymous Employee in Dallas, TX",Senior Records Clerk Interview,Accepted Offer,Neutral Experience,Easy Interview,"I applied through an employee referral. The process took 1 day. I interviewed at AT&T (Dallas, TX).",Application,What experience do I have Â  Answer Question
31-Dec-17,Anonymous Employee,Retail Sales Representative Interview,Accepted Offer,Positive Experience,Easy Interview,I applied online. I interviewed at AT&T.,Application,sale something Â  1 Answer
21-Jan-18,"Anonymous Interview Candidate in New York, NY",Customer Service Representative Interview,No Offer,Negative Experience,Average Interview,"I applied online. The process took 4+ weeks. I interviewed at AT&T (New York, NY) in January 2018.",Application,Do you know anyone who works here? Â  Answer Question
10-Jan-18,"Anonymous Employee in Austin, TX",Student Technical Interview,Accepted Offer,Positive Experience,,"I applied through college or university. The process took 6+ weeks. I interviewed at AT&T (Austin, TX) in January 2018.",Application,What are 4 pillars of OOP. Â  Answer Question
11-Dec-17,"Anonymous Interview Candidate in Indianapolis, IN",Retail Sales Consultant Interview,No Offer,Negative Experience,Easy Interview,"I applied online. The process took a week. I interviewed at AT&T (Indianapolis, IN) in December 2017.",Application,Why do you want to work for at&t (video interview) Â  Answer Question
11-Mar-18,"Anonymous Interview Candidate in San Ramon, CA",Software Engineer Interview,No Offer,Negative Experience,Easy Interview,"I applied through college or university. The process took 4+ months. I interviewed at AT&T (San Ramon, CA) in January 2018.",Application,They asked me about my previous projects and what excited me about AT&T. Â  Answer Question
5-Feb-18,"Anonymous Interview Candidate in Atlanta, GA",Software Engineer Interview,No Offer,Neutral Experience,Easy Interview,"I applied online. The process took 2+ months. I interviewed at AT&T (Atlanta, GA) in January 2018.",Application,Write a method for calculating nth fibonacci number Â  Answer Question
3-Apr-18,Anonymous Interview Candidate,Software Engineering Interview,No Offer,Neutral Experience,Easy Interview,I applied online. The process took 8 weeks. I interviewed at AT&T in January 2018.,Application,"Tell us about a challenge you once faced working with others, and what steps you took to overcome this challenge. Â  Answer Question"
21-Feb-18,"Anonymous Interview Candidate in Dallas, TX",Intern Interview,No Offer,Neutral Experience,Easy Interview,"I applied through an employee referral. The process took 2 weeks. I interviewed at AT&T (Dallas, TX) in January 2018.",Application,Tell me about the time you showed leadership skills? Â  Answer Question
9-Feb-18,"Anonymous Interview Candidate in Jacksonville, FL",IT Interview,No Offer,Positive Experience,Easy Interview,"The process took a week. I interviewed at AT&T (Jacksonville, FL) in January 2018.",Application,Whats your favorite Â  1 Answer
1-May-18,"Anonymous Employee in Detroit, MI",Technical Sales Consultant Interview,Accepted Offer,Neutral Experience,Average Interview,"I applied through a recruiter. I interviewed at AT&T (Detroit, MI) in January 2018.",Application,Describe your data technical knowledge Â  Answer Question
26-Jun-18,"Anonymous Interview Candidate in Austin, TX",Engineering and Operations Interview,Declined Offer,Neutral Experience,Easy Interview,"I applied through college or university. The process took 4 weeks. I interviewed at AT&T (Austin, TX) in January 2018.",Application,Resume and Behavioral questions. Know what to say if they ask you stuff from your resume. Â  Answer Question
15-Feb-18,"Anonymous Employee in Durham, NC",Engineering and Operations Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 3+ months. I interviewed at AT&T (Durham, NC) in January 2018.",Application,Why AT&T Â  Answer Question
12-Feb-18,Anonymous Interview Candidate,Engineering and Operations Interview,No Offer,Positive Experience,Easy Interview,I applied online. The process took 3 weeks. I interviewed at AT&T in January 2018.,Application,Tell me about a time you hit a road bump while working on a project and had to take another approach Â  Answer Question
8-Feb-18,"Anonymous Interview Candidate in San Diego, CA",Retail Interview,No Offer,Negative Experience,Easy Interview,"I applied through other source. The process took 1 day. I interviewed at AT&T (San Diego, CA) in January 2018.",Application,
27-Nov-18,"Anonymous Employee in Honolulu, HI",Retail Sales Associate Interview,Accepted Offer,Neutral Experience,Easy Interview,"I applied online. The process took 2 weeks. I interviewed at AT&T (Honolulu, HI) in January 2018.",Application,why you? Â  1 Answer
16-Aug-18,"Anonymous Interview Candidate in Los Angeles, CA",Network Engineer Interview,No Offer,Positive Experience,Average Interview,"I applied online. The process took a week. I interviewed at AT&T (Los Angeles, CA) in January 2018.",Application,Tell me about youself Â  1 Answer
16-Sep-18,"Anonymous Employee in Fields At Griffinsburg, VA",Customer Service Representative Interview,Accepted Offer,Positive Experience,Difficult Interview,"The process took 2+ weeks. I interviewed at AT&T (Fields At Griffinsburg, VA) in January 2018.",Application,Why should I hire you ? Â  Answer Question
13-Aug-19,"Anonymous Interview Candidate in Los Angeles, CA",IHS Interview,No Offer,Negative Experience,Average Interview,"I applied online. I interviewed at AT&T (Los Angeles, CA) in January 2018.",Application,Talk about your previous experience when dealing with an Irate customer Â  Answer Question
6-Aug-18,"Anonymous Interview Candidate in New York, NY",Software Engineer(Internship) Interview,Declined Offer,Positive Experience,Easy Interview,"I applied through a recruiter. The process took 2 weeks. I interviewed at AT&T (New York, NY) in January 2018.",Application,Why At&t Â  Answer Question
2-Feb-18,Anonymous Interview Candidate,"Senior Manager, Statistician Interview",No Offer,Positive Experience,Easy Interview,I applied through a recruiter. The process took a week. I interviewed at AT&T in January 2018.,Application,Work experience Â  Answer Question
17-Feb-18,"Anonymous Interview Candidate in Downers Grove, IL",Reaidential Sales Interview,No Offer,Negative Experience,Easy Interview,"I applied in-person. The process took 3 days. I interviewed at AT&T (Downers Grove, IL) in January 2018.",Application,Tell me about one time you dealt with an unhappy client. Â  Answer Question
4-Oct-18,Anonymous Employee,Civilian Sector Interview,Accepted Offer,Neutral Experience,Average Interview,I applied online. The process took 3+ months. I interviewed at AT&T in January 2018.,Application,Name a time you had an innovative idea to improve a process. Â  Answer Question
21-Dec-17,Anonymous Interview Candidate,Software Development Interview,Declined Offer,Positive Experience,Easy Interview,I applied through college or university. I interviewed at AT&T.,Application,How do you reverse a String? Â  Answer Question
21-Dec-17,Anonymous Employee,Wireless Sales Consultant Interview,Accepted Offer,Neutral Experience,Easy Interview,I applied online. The process took 3 weeks. I interviewed at AT&T.,Application,they will ask you typical scenario questions. they want to know how would independently help a customer and they are serious about pushing numbers Â  Answer Question
21-Jan-18,"Anonymous Interview Candidate in Denver, CO",Retail Sales Associate Interview,Declined Offer,Positive Experience,Average Interview,"I applied online. The process took 2 weeks. I interviewed at AT&T (Denver, CO) in December 2017.",Application,Why do I believe I vould. Make a difference at the company? Â  1 Answer
31-Oct-19,"Anonymous Interview Candidate in New York, NY",Intern Interview,Declined Offer,Neutral Experience,Average Interview,"I applied online. The process took a week. I interviewed at AT&T (New York, NY) in December 2017.",Application,How do yo work on a team Â  Answer Question
2-Dec-17,Anonymous Employee,Asst Manager Interview,Accepted Offer,Neutral Experience,Average Interview,I applied online. The process took 2+ months. I interviewed at AT&T.,Application,Why do you want to work for AT&T ? Â  Answer Question
20-Dec-17,"Anonymous Interview Candidate in Huntsville, AL",Installation Technician Interview,No Offer,Negative Experience,Difficult Interview,"I applied through a recruiter. The process took 2 weeks. I interviewed at AT&T (Huntsville, AL) in December 2017.",Application,"name a time when you went above and beyond for a customer. describe an instance where you used safety equipment to safely solve a safety concern it problem. would you rather have a difficult conversation with a manager via phone, text, or email? Â  Answer Question"
9-Jan-18,"Anonymous Interview Candidate in Atlanta, GA",Software Development Interview,No Offer,Positive Experience,Average Interview,"I applied online. I interviewed at AT&T (Atlanta, GA) in December 2017.",Application,Write a method for calculating nth fibonacci number Â  Answer Question
5-Jan-18,"Anonymous Interview Candidate in Dallas, TX",Business Interview,No Offer,Neutral Experience,Average Interview,"I applied through an employee referral. The process took 2+ months. I interviewed at AT&T (Dallas, TX) in December 2017.",Application,Q: What can you uniquely contribute to AT&T? Â  Answer Question
21-Mar-20,"Anonymous Employee in San Jose, CA",Field Service Technician Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took a week. I interviewed at AT&T (San Jose, CA) in December 2017.",Application,How do you deal with an angry customer? Have you been late? How do you deal with conflict? How do you work safely? What is your weakness? Â  Answer Question
28-Nov-17,Anonymous Interview Candidate,Software Engineer(Internship) Interview,No Offer,Negative Experience,Easy Interview,I applied online. The process took 4+ weeks. I interviewed at AT&T.,Application,"palindromes, data structures, fibonacci Â  Answer Question"
31-Oct-17,Anonymous Employee,Retail Sales Consultant Interview,Accepted Offer,Positive Experience,Average Interview,I applied online. The process took 2 weeks. I interviewed at AT&T.,Application,Why would I be good for this job? Â  Answer Question
10-Nov-17,"Anonymous Interview Candidate in Middletown, NJ",Student Technical Intern I Interview,Declined Offer,Neutral Experience,Easy Interview,"I applied online. The process took 4 weeks. I interviewed at AT&T (Middletown, NJ).",Application,Write a method that returns a boolean if a linked list has a loop back into itself Â  Answer Question
17-Nov-17,Anonymous Interview Candidate,Leadership Development Program Interview,No Offer,Negative Experience,,I applied online. I interviewed at AT&T.,Application,When is your availability for a phone interview? Â  1 Answer
12-Nov-17,"Anonymous Employee in Louisville, KY",Customer Service Associate Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 7+ months. I interviewed at AT&T (Louisville, KY).",Application,"Was I prepared to work all overtime requested. They explicitly wanted to know if you had a plan A,B, and C if you had kids. There is no option not to show up to work, period Â  1 Answer"
15-Nov-17,Anonymous Employee,Software Engineer(Internship) Interview,Accepted Offer,Positive Experience,Average Interview,I applied online. I interviewed at AT&T.,Application,Basics Â  Answer Question
18-Dec-17,"Anonymous Interview Candidate in Oklahoma City, OK",Customer Service Representative Interview,Declined Offer,Negative Experience,Easy Interview,"I applied online. I interviewed at AT&T (Oklahoma City, OK) in November 2017.",Application,No questions asked about my past history. Â  Answer Question
9-Nov-17,Anonymous Interview Candidate,Sales Interview,Declined Offer,Negative Experience,,I applied through a recruiter. I interviewed at AT&T.,Application,
12-Nov-17,"Anonymous Employee in Dallas, TX",Junior Software Developer Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 6 weeks. I interviewed at AT&T (Dallas, TX) in November 2017.",Application,See my description of the process Â  1 Answer
11-Oct-17,"Anonymous Employee in Bell, CA",AT&T Retail Sales Consultant Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 2 weeks. I interviewed at AT&T (Bell, CA) in October 2017.",Application,How do you like to be managed? Â  1 Answer
1-Nov-17,Anonymous Employee,Intern Interview,Accepted Offer,Positive Experience,Average Interview,I applied online. The process took 2+ months. I interviewed at AT&T.,Application,"classic questions about why you want to work for AT&T, a time where you were a leader, basic behavioral questions Â  Answer Question"
17-Nov-17,"Anonymous Interview Candidate in Los Angeles, CA",Account Manager Interview,Declined Offer,Negative Experience,Easy Interview,"I applied online. The process took 2 weeks. I interviewed at AT&T (Los Angeles, CA) in November 2017.",Application,Where do I see myself in 5 years. Â  1 Answer
14-May-19,"Anonymous Employee in Dallas, TX",Sales Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 2 weeks. I interviewed at AT&T (Dallas, TX) in November 2017.",Application,Behavior Questions Â  1 Answer
21-Nov-17,"Anonymous Interview Candidate in Belleville, IL",Retail Sales Consultant Interview,No Offer,Positive Experience,Easy Interview,"I applied online. The process took 5 weeks. I interviewed at AT&T (Belleville, IL) in November 2017.",Application,Why did you choose AT&T? Â  Answer Question
15-Nov-17,Anonymous Interview Candidate,AT&T Retail Sales Consultant Interview,No Offer,Negative Experience,Easy Interview,I applied online. The process took a week. I interviewed at AT&T in November 2017.,Application,Sell me this pen? Â  1 Answer
11-Nov-17,"Anonymous Employee in Dallas, TX",Technology Development Program Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied through college or university. The process took 4+ weeks. I interviewed at AT&T (Dallas, TX) in November 2017.",Application,Why AT&T? What are your career goals? Â  Answer Question
9-Sep-18,Anonymous Employee,Software Engineer(Internship) Interview,Accepted Offer,Positive Experience,Easy Interview,I applied online. The process took 4+ weeks. I interviewed at AT&T in November 2017.,Application,Questions about past experience. Â  Answer Question
31-Oct-19,"Anonymous Employee in Austin, TX",Retail Sales Consultant Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 2 weeks. I interviewed at AT&T (Austin, TX) in November 2017.",Application,Name a time you had a difficult customer and how did you handle the situation? Â  1 Answer
7-Dec-19,"Anonymous Interview Candidate in Greensboro, NC",Sales and Service Manager Interview,Declined Offer,Negative Experience,Difficult Interview,"I applied online. I interviewed at AT&T (Greensboro, NC) in November 2017.",Application,What do you know about the job. Â  1 Answer
27-Oct-17,Anonymous Employee,CSR Interview,Accepted Offer,Positive Experience,Easy Interview,I applied online. I interviewed at AT&T.,Application,Discribe a situation that was challenging to you Â  Answer Question
13-Oct-17,Anonymous Employee,Customer Service Representative Interview,Accepted Offer,Positive Experience,Easy Interview,I applied online. The process took 3 weeks. I interviewed at AT&T.,Application,what type of animal would you be Â  Answer Question
23-Oct-17,Anonymous Interview Candidate,Customer Service Representative Interview,No Offer,Positive Experience,Easy Interview,I applied online. I interviewed at AT&T.,Application,What are your expectations of the company? Â  Answer Question
15-Oct-17,Anonymous Interview Candidate,Software Development Interview,No Offer,Negative Experience,Easy Interview,I applied online. The process took 3 weeks. I interviewed at AT&T.,Application,Describe a time where you had a conflict with a teammate. Â  Answer Question
17-Oct-17,Anonymous Employee,Wire Technician Interview,Accepted Offer,Neutral Experience,Easy Interview,I applied online. The process took 2+ months. I interviewed at AT&T.,Application,Why do you want a job with At&T Â  Answer Question
11-Oct-17,Anonymous Employee,Account Manager Interview,Accepted Offer,Neutral Experience,,"Don't work here. Things change constantly, your role, your accounts, your manager, the product you sell. It's a complete poop show. Go work in software, nobody works in telecom anymore unless you are an aging dinasore",Application,Why do u want to work here Â  Answer Question
16-Oct-17,Anonymous Interview Candidate,Software Engineer Interview,No Offer,Negative Experience,Average Interview,I applied through college or university. The process took 1 day. I interviewed at AT&T.,Application,Do you need sponsorship? Â  Answer Question
11-Oct-17,"Anonymous Employee in Bedminster, NJ",Junior Front End Developer Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took a week. I interviewed at AT&T (Bedminster, NJ).",Application,"Tell me about a time when you had to...? How did you address the situation, and what was the outcome? General Questions. Â  1 Answer"
8-Oct-17,"Anonymous Employee in Piscataway, NJ",Universal Agent Interview,Accepted Offer,Neutral Experience,Easy Interview,"I applied online. The process took 1 day. I interviewed at AT&T (Piscataway, NJ).",Application,How would you describe the cloud computing to your grandparents or a child Â  Answer Question
18-Oct-17,"Anonymous Employee in Chicago, IL",ATT Customer Service Representative Interview,Accepted Offer,Positive Experience,Average Interview,"The process took 4+ weeks. I interviewed at AT&T (Chicago, IL) in October 2017.",Application,Name a time where you had to handle a difficult customer. Â  Answer Question
5-Oct-17,Anonymous Interview Candidate,Software Engineer Interview,No Offer,Positive Experience,Easy Interview,"I received a phone screen from a recruiter. They only asked typical behavioral problems. The recruiter told me that I would receive a technical interview after that, but they emailed me a few weeks later telling me that I will not receive anymore interviews.",Application,Why should we hire you over someone else? Â  Answer Question
13-Oct-17,"Anonymous Employee in New York, NY",Part Time Retail Sales Consultant Interview,Accepted Offer,Neutral Experience,Average Interview,"The process took 3 weeks. I interviewed at AT&T (New York, NY) in October 2017.",Application,Tell me about a time when you persuaded someone to do something. Â  Answer Question
16-Nov-17,"Anonymous Employee in Plantation, FL",Outside Plant Technician Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 2+ months. I interviewed at AT&T (Plantation, FL) in October 2017.",Application,"Are you willing to work in wet, smelly manholes? Â  1 Answer"
14-Feb-18,"Anonymous Interview Candidate in El Segundo, CA",Systems Engineer Interview,Declined Offer,Neutral Experience,Average Interview,"The process took a week. I interviewed at AT&T (El Segundo, CA) in October 2017.",Application,Here is a list of Wireshark packet captures in hexadecimal and the packet fields. What is the value located in a certain field? Â  1 Answer
11-Nov-18,"Anonymous Interview Candidate in Seattle, WA",Software Developer Interview,Declined Offer,Positive Experience,Easy Interview,"I applied online. The process took 2 weeks. I interviewed at AT&T (Seattle, WA) in October 2017.",Application,Tell me about a time you had to deal with a bad group member. Â  Answer Question
7-May-19,"Anonymous Employee in Seattle, WA",Senior Specialist Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. I interviewed at AT&T (Seattle, WA) in October 2017.",Application,Standard STAR method questions Â  Answer Question
1-Nov-17,Anonymous Interview Candidate,Sales Representative Interview,No Offer,Positive Experience,Average Interview,I applied online. The process took 4+ weeks. I interviewed at AT&T in October 2017.,Application,Why att ? Â  Answer Question
14-Oct-17,"Anonymous Interview Candidate in Bend, OR",Part Time Sales Associate Interview,Declined Offer,Positive Experience,Difficult Interview,"I applied online. The process took 3 days. I interviewed at AT&T (Bend, OR) in October 2017.",Application,Multiple choise of helping a customer situation. Â  1 Answer
4-Mar-18,"Anonymous Interview Candidate in Miami, FL",Customer Service Representative Interview,Declined Offer,Neutral Experience,Average Interview,"I applied online. I interviewed at AT&T (Miami, FL) in October 2017.",Application,Tell me about yourself. Â  Answer Question
9-Nov-17,Anonymous Employee,Technology Development Program Interview,Accepted Offer,Positive Experience,Easy Interview,I applied online. The process took 4+ weeks. I interviewed at AT&T in October 2017.,Application,Write a method that reverses a string Â  Answer Question
24-Nov-17,Anonymous Interview Candidate,Summer Leadership Development Program Associate Interview,No Offer,Positive Experience,Average Interview,I applied through college or university. The process took 3 weeks. I interviewed at AT&T in October 2017.,Application,What do you know about AT&T and the Leadership Program? Â  Answer Question
24-Oct-17,"Anonymous Employee in Atlanta, GA",Software Development Program Interview,Accepted Offer,Positive Experience,Average Interview,"I applied through college or university. The process took 3 weeks. I interviewed at AT&T (Atlanta, GA) in October 2017.",Application,"very basic questions from resume.
Some that I remember are:
1. difference b/t sql and nosql
2. stack vs queues
then
3 programing questions where one was reversing linked list. Â  Answer Question"
26-Oct-17,Anonymous Interview Candidate,Software Development Program Interview,No Offer,Negative Experience,Easy Interview,I applied online. The process took 5 weeks. I interviewed at AT&T in October 2017.,Application,write a function to return fibonacci number Â  Answer Question
16-Apr-18,Anonymous Interview Candidate,Software Development Program Interview,No Offer,Negative Experience,Easy Interview,I applied online. The process took 4+ months. I interviewed at AT&T in October 2017.,Application,STAR behavioral interview questions Â  Answer Question
12-Mar-18,"Anonymous Interview Candidate in Greensboro, NC",Cyber Security Development Program Interview,No Offer,Positive Experience,Easy Interview,"I applied online. The process took 4 weeks. I interviewed at AT&T (Greensboro, NC) in October 2017.",Application,Describe the time when you were part of winning team. What role did you play? Â  Answer Question
24-Sep-17,Anonymous Employee,Engineering & Operations Interview,Accepted Offer,Positive Experience,Easy Interview,I applied online. I interviewed at AT&T.,Application,Why AT&T? Â  Answer Question
21-Sep-17,"Anonymous Employee in Birmingham, AL",Sales Systems Support Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied through other source. I interviewed at AT&T (Birmingham, AL).",Application,What key skill do you bring to the table. Â  2 Answers
18-Sep-17,"Anonymous Employee in Oak Park, IL",LabTechnician Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied through other source. I interviewed at AT&T (Oak Park, IL).",Application,How do you think you will like it here ? Â  1 Answer
12-Sep-17,Anonymous Interview Candidate,Technician Interview,No Offer,Negative Experience,Average Interview,I applied online. I interviewed at AT&T.,Application,Most challenging job I ever had to complete as a technician for another company. Â  Answer Question
23-Sep-17,Anonymous Employee,Customer Service Representative Interview,Accepted Offer,Positive Experience,Average Interview,I applied online. The process took 2 weeks. I interviewed at AT&T in September 2017.,Application,How would i calm down a customer Â  Answer Question
20-Sep-17,"Anonymous Interview Candidate in Jackson, TN",Store Manager Interview,Declined Offer,Negative Experience,,"I applied online. I interviewed at AT&T (Jackson, TN) in September 2017.",Application,Am I comfortable with coaching others Â  Answer Question
19-Sep-17,"Anonymous Employee in Chicago, IL",Customer Service Associate Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. I interviewed at AT&T (Chicago, IL) in September 2017.",Application,Give me an example of where you had to go above and beyond for a customer. Â  Answer Question
6-Sep-17,"Anonymous Interview Candidate in Baltimore, MD",Sales Consultant Interview,Declined Offer,Negative Experience,Average Interview,"I applied online. I interviewed at AT&T (Baltimore, MD).",Application,We can you work? Â  Answer Question
4-Sep-17,Anonymous Employee,Satellite Technician Interview,Accepted Offer,Positive Experience,Average Interview,I applied in-person. I interviewed at AT&T.,Application,Are you able to work with little to no supervision Â  Answer Question
7-Nov-17,"Anonymous Employee in Los Angeles, CA",AT&T Retail Sales Consultant Interview,Accepted Offer,Positive Experience,Easy Interview,"The process took 5+ weeks. I interviewed at AT&T (Los Angeles, CA) in September 2017.",Application,Just Basic interview questions Â  Answer Question
3-Aug-17,"Anonymous Employee in Greensboro, NC",Customer Service Representative Interview,Accepted Offer,Positive Experience,Average Interview,"I applied through a recruiter. I interviewed at AT&T (Greensboro, NC) in August 2017.",Application,How do you deal with learning new things on the job. Â  1 Answer
16-Oct-17,"Anonymous Employee in Dallas, TX",Inside Sales Representative Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 2 weeks. I interviewed at AT&T (Dallas, TX) in September 2017.",Application,How would you handle angry or upset customers? Â  1 Answer
9-Mar-18,"Anonymous Interview Candidate in Chicago, IL",Associate Project Manager Interview,No Offer,Positive Experience,Average Interview,"I applied online. I interviewed at AT&T (Chicago, IL) in September 2017.",Application,what is your managerial style Â  Answer Question
14-Nov-17,"Anonymous Interview Candidate in Atlanta, GA",Flight Attendant Interview,No Offer,Positive Experience,Average Interview,"I applied online. I interviewed at AT&T (Atlanta, GA) in September 2017.",Application,"1.Why do you think you are a great fit for delta
2. Describe a difficult situation Â  Answer Question"
25-Oct-17,"Anonymous Interview Candidate in San Ramon, CA",Software Developer Interview,No Offer,Neutral Experience,Easy Interview,"I applied online. The process took 3 weeks. I interviewed at AT&T (San Ramon, CA) in September 2017.",Application,
24-Sep-17,"Anonymous Interview Candidate in Fort Wayne, IN",Retail Sales Associate Interview,No Offer,Negative Experience,Easy Interview,"I applied online. The process took 3 weeks. I interviewed at AT&T (Fort Wayne, IN) in September 2017.",Application,How do you keep up with your target market? Â  Answer Question
25-Sep-17,"Anonymous Employee in Chino Hills, CA",Retail Sales Associate Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 5 days. I interviewed at AT&T (Chino Hills, CA) in September 2017.",Application,I was asked to sale my Fitbit Blaze that I was wearing at the time. Â  1 Answer
13-Jul-18,"Anonymous Employee in Downers Grove, IL",Retail Sales Consultant Interview,Accepted Offer,Positive Experience,Difficult Interview,"I applied through other source. The process took 1 day. I interviewed at AT&T (Downers Grove, IL) in September 2017.",Application,Do you have any leadership experience? Â  1 Answer
22-Sep-17,"Anonymous Interview Candidate in Birmingham, AL",Retail Sales Representative Interview,No Offer,Neutral Experience,Average Interview,"I applied online. I interviewed at AT&T (Birmingham, AL) in September 2017.",Application,Why do I think I would be good for the position? Â  1 Answer
23-Oct-17,"Anonymous Employee in Orange Park, FL",Customer Assistant Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 3 weeks. I interviewed at AT&T (Orange Park, FL) in September 2017.",Application,Can you multitask ? Â  Answer Question
23-May-18,"Anonymous Interview Candidate in Jacksonville, FL",Customer Service Representative Interview,Declined Offer,Positive Experience,Difficult Interview,"I applied in-person. I interviewed at AT&T (Jacksonville, FL) in September 2017.",Application,Are you married? Â  Answer Question
26-Aug-17,"Anonymous Employee in San Diego, CA",Retail Sales Consultant Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. I interviewed at AT&T (San Diego, CA).",Application,what would you do is this type of situation? Â  Answer Question
11-Sep-17,"Anonymous Interview Candidate in Harvey, LA",Retail Sales Consultant Interview,No Offer,Positive Experience,Easy Interview,"I applied online. I interviewed at AT&T (Harvey, LA) in August 2017.",Application,Tell me about yourself Â  Answer Question
11-Aug-17,"Anonymous Employee in New Bern, NC",Retail Sales Consultant Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied through an employee referral. I interviewed at AT&T (New Bern, NC) in August 2017.",Application,What makes you stand out? Â  1 Answer
17-Aug-17,"Anonymous Employee in Atlanta, GA",Project Manager - Contractor Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied in-person. I interviewed at AT&T (Atlanta, GA).",Application,Are you available to work? Â  1 Answer
15-Aug-17,"Anonymous Employee in Austin, TX",Technical Support Agent Interview,Accepted Offer,Negative Experience,Average Interview,"I applied online. I interviewed at AT&T (Austin, TX).",Application,Why should I hire you? Â  Answer Question
12-Aug-17,"Anonymous Interview Candidate in Baton Rouge, LA",Customer Service Representative Interview,No Offer,Negative Experience,Difficult Interview,"I applied through a recruiter. I interviewed at AT&T (Baton Rouge, LA) in August 2017.",Application,did i do my research? Â  3 Answers
13-Aug-17,Anonymous Interview Candidate,Intern - Hourly Interview,Declined Offer,Neutral Experience,,I applied through an employee referral. I interviewed at AT&T.,Application,Describe a project you had to work through? Â  Answer Question
4-Aug-17,Anonymous Employee,Software Developer Interview,Accepted Offer,Positive Experience,Easy Interview,I applied through college or university. The process took 4+ weeks. I interviewed at AT&T.,Application,Write an algorithm to produce the Fibonnacci sequence without using a recursive method (constant space). Â  Answer Question
8-Aug-17,"Anonymous Employee in Rolla, MO",Technology Development Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied through college or university. I interviewed at AT&T (Rolla, MO).",Application,What is your greatest weakness? Â  Answer Question
6-Dec-17,"Anonymous Employee in Atlanta, GA",Sales Associate Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 2 weeks. I interviewed at AT&T (Atlanta, GA) in August 2017.",Interview,How do you feel you would do in a competitive environment? Â  Answer Question
17-Oct-18,Anonymous Interview Candidate,Software Engineer Interview,No Offer,Neutral Experience,Easy Interview,I applied online. The process took 4 weeks. I interviewed at AT&T in August 2017.,Interview,"Describe a time when you had a conflict, be it ideological or otherwise, with a superior, and describe how you resolved it. Â  Answer Question"
