Date,Location,Job,Offer_Decision,Experience,Interview_Diff,Application_Text,Interview_Text,Interview_Qs
"Jul 16, 2018",Anonymous Employee,Shift Supervisor Trainee Interview,Accepted Offer,Positive Experience,Easy Interview,I applied online. The process took 2 weeks. I interviewed at CVS Health in July 2018.,Application,What hours are you available to work? Â  Answer Question
"Mar 6, 2020","Anonymous Employee in Woonsocket, RI",Advisor Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 3 weeks. I interviewed at CVS Health (Woonsocket, RI) in July 2018.",Application,Outside of the box / personality questions - wanted to understand how I think about things and come to an answer. Â  Answer Question
"Jun 26, 2018","Anonymous Employee in New York, NY",Pharmacy Technician Interview,Accepted Offer,Positive Experience,Average Interview,"The process took 2+ weeks. I interviewed at CVS Health (New York, NY).",Application,Tell us about a time you had a client/customer ask you to bend the rules for them. Â  Answer Question
"Jun 27, 2018",Anonymous Employee,Pharmacy Technician Interview,Accepted Offer,Positive Experience,Easy Interview,I applied online. The process took a week. I interviewed at CVS Health.,Application,How do you handle long lines of customers and the phone ringing all at once. Â  Answer Question
"Jun 27, 2018","Anonymous Interview Candidate in Scottsdale, AZ",SAP ABAP Technical Consultant Interview,No Offer,Neutral Experience,Average Interview,"The process took 3+ months. I interviewed at CVS Health (Scottsdale, AZ).",Application,Explain about OTC process Â  Answer Question
"Jun 24, 2018",Anonymous Employee,Pharmacy Interview,Accepted Offer,Positive Experience,Easy Interview,I applied online. I interviewed at CVS Health.,Application,Describe a situation where you demonstrated leadership skills? Tell me about your communication skills. Â  Answer Question
"Jun 12, 2018",Anonymous Interview Candidate,Industrial Engineer Interview,Declined Offer,Positive Experience,Average Interview,I applied online. The process took 3+ months. I interviewed at CVS Health.,Application,Behavioral questions Â  Answer Question
"Oct 16, 2018","Anonymous Employee in Milton, FL",Sales Associate/Cashier Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 1 day. I interviewed at CVS Health (Milton, FL) in June 2018.",Application,
"May 1, 2019","Anonymous Employee in Nashville, TN",CCR Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 3 days. I interviewed at CVS Health (Nashville, TN) in June 2018.",Application,Name a time when you had issues with another co worker Â  1 Answer
"Jun 8, 2018","Anonymous Employee in New York, NY",Clerk/Cashier Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 3 weeks. I interviewed at CVS Health (New York, NY) in June 2018.",Application,What does customer service mean to you Â  Answer Question
"Jun 10, 2018",Anonymous Employee,Cashier Interview,Accepted Offer,Positive Experience,Easy Interview,I applied online. The process took 4+ weeks. I interviewed at CVS Health in June 2018.,Application,Why did you choose CVS? Â  Answer Question
"Jun 26, 2018","Anonymous Interview Candidate in Leesburg, VA",Store Manager Trainee Interview,Declined Offer,Positive Experience,Easy Interview,"I applied online. The process took 4 days. I interviewed at CVS Health (Leesburg, VA) in June 2018.",Application,How do you coach an employee that's underperforming! Â  Answer Question
"Sep 14, 2019","Anonymous Employee in New York, NY",Sales Associate/Cashier Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 1 day. I interviewed at CVS Health (New York, NY) in June 2018.",Application,
"Feb 28, 2019","Anonymous Employee in West Chester, PA",Sales Associate/Cashier Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. I interviewed at CVS Health (West Chester, PA) in June 2018.",Application,What do you do outside of School? Â  1 Answer
"Jun 29, 2018","Anonymous Employee in Norwalk, CA",Sales Associate/Cashier Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took a week. I interviewed at CVS Health (Norwalk, CA) in June 2018.",Application,"What would you stay is your biggest weakness, and what are your strengths ? Â  Answer Question"
"Jun 17, 2018","Anonymous Employee in Houston, TX",Shift Supervisor Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 2 weeks. I interviewed at CVS Health (Houston, TX) in June 2018.",Application,Why do you think you will be a asset to our cvs team? Â  1 Answer
"Aug 21, 2018","Anonymous Employee in Northbrook, IL",Senior Advisor Interview,Accepted Offer,Positive Experience,Difficult Interview,"I applied online. The process took 2+ months. I interviewed at CVS Health (Northbrook, IL) in June 2018.",Application,Why do you want to work for CVS? Â  Answer Question
"Jul 9, 2018","Anonymous Employee in Springfield, PA",Customer Service Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 2+ weeks. I interviewed at CVS Health (Springfield, PA) in June 2018.",Application,What can you bring to the CVS Company that someone else cannot bring? Â  Answer Question
"Jul 26, 2018","Anonymous Interview Candidate in New York, NY","Analytics, Senior Consultant Interview",No Offer,Negative Experience,Average Interview,"I applied through a recruiter. The process took 3+ weeks. I interviewed at CVS Health (New York, NY) in June 2018.",Application,General questions around designing analytics pilots Â  Answer Question
"May 31, 2018",Anonymous Employee,SMIT Interview,Accepted Offer,Positive Experience,Average Interview,I applied online. I interviewed at CVS Health.,Application,Just basic questions to help them understand you a bit.. Just try to to be calm and honest with the answers. A sample question was how did you handle a situation that two employees were at odds with eachother. Â  Answer Question
"May 22, 2018",Anonymous Employee,Pharmacy Technician Interview,Accepted Offer,Positive Experience,Easy Interview,I applied online. I interviewed at CVS Health.,Application,do you have any experience Â  Answer Question
"May 16, 2018",Anonymous Employee,Pharmacy Technician Interview,Accepted Offer,Positive Experience,Average Interview,Long and tedious but well worth it. They give you days for training so that you can get the feel of being in a retail environment while working in a pharmacy.,Application,What experience do you have with being a Pharmacy Technician Â  Answer Question
"May 16, 2018","Anonymous Employee in Woonsocket, RI",Strategic Product Development Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 3 weeks. I interviewed at CVS Health (Woonsocket, RI).",Application,Why are you interested in working for CVS Health? Â  Answer Question
"May 15, 2018",Anonymous Employee,Pharmacy Technician Interview,Accepted Offer,Negative Experience,Average Interview,I applied online. I interviewed at CVS Health.,Application,Describe your strengths and weeknesses? Â  Answer Question
"May 14, 2018",Anonymous Interview Candidate,Overnight Stocker Interview,Declined Offer,Positive Experience,Easy Interview,I applied online. I interviewed at CVS Health.,Application,Do you have retail experience Â  Answer Question
"May 9, 2018","Anonymous Employee in Grosse Pointe, MI",Customer Service Associate Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 4 days. I interviewed at CVS Health (Grosse Pointe, MI).",Interview,When can I expect to start this position? Â  Answer Question
"May 7, 2018",Anonymous Employee,Senior Analytics Consultant Interview,Accepted Offer,Positive Experience,Difficult Interview,I applied through college or university. I interviewed at CVS Health.,Interview,Tell me about yourself/background Â  1 Answer
"May 8, 2018",Anonymous Interview Candidate,Pricing Analyst Interview,No Offer,Neutral Experience,Average Interview,I applied online. I interviewed at CVS Health.,Interview,There's a case study about pricing for a hypothetical customer. They give you 10 minutes to look over it then ask you questions based on it. It's pretty middle of the road in terms of difficulty. Â  Answer Question
"May 4, 2018",Anonymous Employee,Intern - Hourly Interview,Accepted Offer,Positive Experience,Easy Interview,I applied online. The process took 4+ weeks. I interviewed at CVS Health.,Interview,Tell us a challenge you had to face and how you handled it. Â  Answer Question
"May 3, 2018","Anonymous Employee in Victoria, TX",Cashier Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 5 days. I interviewed at CVS Health (Victoria, TX).",Interview,How would you handle a difficult customer? Â  Answer Question
"May 3, 2018","Anonymous Employee in Atlanta, GA",Shift Supervisor Interview,Accepted Offer,Positive Experience,Average Interview,"I applied in-person. The process took 4+ weeks. I interviewed at CVS Health (Atlanta, GA).",Interview,Can you describe how you would take up the responsibility of leading your own team? Â  1 Answer
"Jun 10, 2018","Anonymous Employee in Ypsilanti, MI",Clerk/Cashier Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 1 day. I interviewed at CVS Health (Ypsilanti, MI) in May 2018.",Interview,What are your Hobbies Â  Answer Question
"Oct 31, 2018","Anonymous Employee in Woonsocket, RI",Internal Audit Consultant Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 3 weeks. I interviewed at CVS Health (Woonsocket, RI) in May 2018.",Interview,Could you tell me the steps on how you perform a walk-through of a business process? Â  Answer Question
"Dec 8, 2018","Anonymous Employee in Raleigh, NC",Store Manager Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied in-person. The process took a week. I interviewed at CVS Health (Raleigh, NC) in May 2018.",Interview,Length of experience Â  1 Answer
"Jul 25, 2019","Anonymous Employee in Mineola, NY",Sales Associate Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied in-person. I interviewed at CVS Health (Mineola, NY) in May 2018.",Application,are you in college? Â  Answer Question
"May 25, 2018",Anonymous Interview Candidate,CVS Pharmacy Interview,No Offer,Negative Experience,,I applied online. The process took 2 weeks. I interviewed at CVS Health in May 2018.,Application,"Why CVS?
What kind of pharmacy setting would you want to work at? Â  Answer Question"
"Mar 22, 2019","Anonymous Employee in Birmingham, AL",Sales Associate/RX Interview,Accepted Offer,Negative Experience,Easy Interview,"I applied online. The process took 2 weeks. I interviewed at CVS Health (Birmingham, AL) in May 2018.",Application,Youâre required to work some holidays Â  1 Answer
"Apr 29, 2018",Anonymous Employee,Pharmacy Grad Interview,Accepted Offer,Positive Experience,Easy Interview,I applied through college or university. The process took 5+ months. I interviewed at CVS Health.,Application,Tell me about yourself Â  1 Answer
"Apr 27, 2018",Anonymous Interview Candidate,Clerk Interview,Declined Offer,Positive Experience,Easy Interview,I applied online. I interviewed at CVS Health.,Application,Basic interview questions Â  Answer Question
"Apr 25, 2018",Anonymous Employee,Business Continuity Analyst Interview,Accepted Offer,Positive Experience,Average Interview,"Interview with manager and department director on same say. Good experience. Met with one first, then the other right after. Was scheduled for 1.5 hours, but I ended up staying 2.5 hours.",Application,"How would you work well in this environment?
How has your previous experience prepared for this role? Â  Answer Question"
"Apr 10, 2018","Anonymous Interview Candidate in Woonsocket, RI",Human Resources JOB Interview,Declined Offer,Neutral Experience,Average Interview,"I applied online. The process took 4 weeks. I interviewed at CVS Health (Woonsocket, RI).",Application,"inconsistent. some ask meaningful questions, some are competency based, others are just so people can get a gut feel for you Â  Answer Question"
"Apr 5, 2018","Anonymous Interview Candidate in North Sacramento, CA",Pharmacist Interview,No Offer,Negative Experience,Average Interview,"I applied through college or university. The process took 4+ weeks. I interviewed at CVS Health (North Sacramento, CA).",Application,Name a time where you had to work outside of your immediate group Â  Answer Question
"Apr 16, 2018",Anonymous Employee,Pharmacy Technician Interview,Accepted Offer,Positive Experience,Easy Interview,I applied online. The process took a week. I interviewed at CVS Health in April 2018.,Application,Why do you want to be a pharmacy tech Â  Answer Question
"Apr 2, 2018","Anonymous Employee in Concord, MA",Cashier Interview,Accepted Offer,Negative Experience,Difficult Interview,"I applied in-person. The process took 3+ weeks. I interviewed at CVS Health (Concord, MA).",Interview,Tell me about yourself Â  Answer Question
"Apr 2, 2018","Anonymous Employee in Augusta, GA",Staff Pharmacist Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied through an employee referral. The process took 2 weeks. I interviewed at CVS Health (Augusta, GA).",Interview,What challenges did I face in the oadt and how did I overcome them Â  Answer Question
"Apr 1, 2018",Anonymous Employee,Grievance Consultant Interview,Accepted Offer,Neutral Experience,Easy Interview,I applied through a recruiter. The process took a week. I interviewed at CVS Health.,Interview,Tell us about a time where you faced a difficult situation with a customer or client and how you worked to resolve it Â  Answer Question
"Jul 2, 2018","Anonymous Employee in Chicago, IL",Java Developer Interview,Accepted Offer,Neutral Experience,Easy Interview,"I applied online. I interviewed at CVS Health (Chicago, IL) in April 2018.",Interview,batch Â  1 Answer
"May 26, 2018","Anonymous Employee in Bleecker, NY",Clerk/Cashier Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 3+ weeks. I interviewed at CVS Health (Bleecker, NY) in April 2018.",Interview,Why CVS? Â  Answer Question
"May 26, 2018","Anonymous Employee in Providence, RI",Analytic Consultant Interview,Accepted Offer,Positive Experience,Average Interview,"I applied through a recruiter. I interviewed at CVS Health (Providence, RI) in April 2018.",Interview,Tell me more about an experience that you are most proud of or most involved. Â  Answer Question
"Feb 26, 2019","Anonymous Employee in Monroeville, PA",Intern Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 4 weeks. I interviewed at CVS Health (Monroeville, PA) in April 2018.",Interview,How do you handle times when you encounter difficulty on projects? Â  Answer Question
"Jun 14, 2018","Anonymous Interview Candidate in Northbrook, IL",Account Manager Interview,No Offer,Negative Experience,Average Interview,"I applied online. The process took 3 weeks. I interviewed at CVS Health (Northbrook, IL) in April 2018.",Interview,What are your strengths and weaknesses? Â  Answer Question
"Apr 24, 2018","Anonymous Employee in New York, NY",Senior Quality Assurance Analyst Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 2+ weeks. I interviewed at CVS Health (New York, NY) in April 2018.",Interview,why you become a QA and what you can bring to this position? Â  Answer Question
"Jan 22, 2019","Anonymous Employee in Brooklyn, NY",Pharmacy Technician Interview,Accepted Offer,Negative Experience,Average Interview,"I applied online. The process took 6 days. I interviewed at CVS Health (Brooklyn, NY) in April 2018.",Application,What would be a grace period or acceptable lateness? Â  2 Answers
"Jan 31, 2019","Anonymous Employee in Dallas, TX",Pharmacy Technician Interview,Accepted Offer,Positive Experience,Average Interview,"I applied in-person. The process took 2+ weeks. I interviewed at CVS Health (Dallas, TX) in April 2018.",Application,How many hours per week is the minimum you can work? Â  1 Answer
"Apr 21, 2018",Anonymous Employee,SMIT Interview,Accepted Offer,Neutral Experience,Average Interview,I applied online. I interviewed at CVS Health in April 2018.,Application,Why CVS ? Â  1 Answer
"Jul 28, 2018",Anonymous Employee,Alarm Coordinator Interview,Accepted Offer,Negative Experience,Average Interview,I applied online. The process took 2+ months. I interviewed at CVS Health in April 2018.,Application,Past work experience with relevance to position Â  1 Answer
"Apr 11, 2019","Anonymous Interview Candidate in Decatur, GA",Front Store Clerk/Cashier Interview,No Offer,Positive Experience,Easy Interview,"I applied in-person. The process took a week. I interviewed at CVS Health (Decatur, GA) in April 2018.",Application,Why do you want to work here? Â  1 Answer
"Mar 20, 2018",Anonymous Employee,Pharmacy Tech Trainee Interview,Accepted Offer,Neutral Experience,Average Interview,I applied online. The process took 4 weeks. I interviewed at CVS Health.,Application,Previous work experience Â  Answer Question
"Feb 22, 2018",Anonymous Employee,Pharmacist Interview,Accepted Offer,Positive Experience,Average Interview,I applied online. I interviewed at CVS Health.,Application,Tell me about a time when you had to solve a challenging problem Â  Answer Question
"Mar 11, 2018",Anonymous Employee,Pharmacy Technician Interview,Accepted Offer,Positive Experience,Easy Interview,I applied online. I interviewed at CVS Health.,Application,"- Why should we hire you?
- Explain what you would do if a customer is yelling at you.
- Describe your pharmacy experience. Â  3 Answers"
"Feb 27, 2018",Anonymous Employee,Pharmacy Technician Interview,Accepted Offer,Negative Experience,Easy Interview,I applied online. The process took 4+ weeks. I interviewed at CVS Health.,Application,Where did I go to school? Â  1 Answer
"Mar 12, 2018","Anonymous Employee in New York, NY",Asset Protection Specialist Interview,Accepted Offer,Positive Experience,Easy Interview,"The process took 3+ weeks. I interviewed at CVS Health (New York, NY) in March 2018.",Application,What the 5 steps before you stop someone? Â  Answer Question
"Mar 21, 2018",Anonymous Employee,Intern - Hourly Interview,Accepted Offer,Positive Experience,Average Interview,I applied online. I interviewed at CVS Health in March 2018.,Application,What experiences of yours will benefit CVS? Â  Answer Question
"Apr 5, 2018","Anonymous Interview Candidate in Woonsocket, RI",Marketing Manager Interview,No Offer,Negative Experience,Average Interview,"I applied online. The process took 2 weeks. I interviewed at CVS Health (Woonsocket, RI) in March 2018.",Application,Tell me about yourself. Standard interview questions. Â  Answer Question
"Mar 8, 2018","Anonymous Employee in Tampa, FL",Store Manager Trainee Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied through a recruiter. I interviewed at CVS Health (Tampa, FL) in March 2018.",Application,Can you describe a situation where you have to fix a situation? Â  1 Answer
"Apr 27, 2019",Anonymous Employee,Sales Associate/Cashier Interview,Accepted Offer,Neutral Experience,Average Interview,I applied in-person. The process took 5 days. I interviewed at CVS Health in March 2018.,Application,Why do you want the job. Â  Answer Question
"Mar 16, 2018","Anonymous Employee in Houston, TX",Shift Supervisor Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. I interviewed at CVS Health (Houston, TX) in March 2018.",Application,Would you be okay with a background check and drug test? Â  Answer Question
"Sep 24, 2019","Anonymous Employee in Silver Spring, MD",Pharmacist Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 2 weeks. I interviewed at CVS Health (Silver Spring, MD) in March 2018.",Application,What is your long term goal Â  Answer Question
"May 27, 2018","Anonymous Interview Candidate in Clifton, NJ",Pharmacy Technician Interview,No Offer,Neutral Experience,Average Interview,"I applied online. The process took 4 weeks. I interviewed at CVS Health (Clifton, NJ) in March 2018.",Application,How would you rate yourself being a team player or prefer to work alone? Â  Answer Question
"Apr 4, 2018",Anonymous Interview Candidate,Digital Analyst Interview,No Offer,Neutral Experience,Easy Interview,I applied online. The process took 2 weeks. I interviewed at CVS Health in March 2018.,Application,Imagine you are describing a salt-shaker to a manufacturer who has never seen or used one before. How would you describe it? Â  Answer Question
"Jun 10, 2018",Anonymous Interview Candidate,Data Scientist Interview,No Offer,Neutral Experience,Average Interview,I applied online. The process took 2 weeks. I interviewed at CVS Health in March 2018.,Application,Background questions. HR asked about the relevant data experience and skills. Also some relocation and salary expectation questions. This was the first run and hiring manager made next step decision. Â  Answer Question
"Aug 5, 2019","Anonymous Employee in Scottsdale, AZ",Grievance and Appeals Specialist Interview,Accepted Offer,Negative Experience,Easy Interview,"I applied online. The process took 2 weeks. I interviewed at CVS Health (Scottsdale, AZ) in March 2018.",Application,Tell me about a time you had a difficult experience with a customer/client and how you handled it. Â  Answer Question
"Feb 26, 2018","Anonymous Employee in Scottsdale, AZ",Hiring Agent Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 4+ weeks. I interviewed at CVS Health (Scottsdale, AZ).",Application,How would you manage priority of tasks? Â  1 Answer
"Feb 13, 2018",Anonymous Interview Candidate,SMIT Interview,No Offer,Positive Experience,Easy Interview,I applied through other source. I interviewed at CVS Health.,Application,"If there is one thing you could change about your previous position, what would it be? Â  1 Answer"
"Jan 23, 2018",Anonymous Interview Candidate,Store Manager Trainee Interview,Declined Offer,Positive Experience,Average Interview,"Applied on indeed and interviewed with the district manager.

Process to get the interview was about two weeks in and of itself.

After interviewing with the district manager, he sent me an email with a form of a personality survey as well as a link to the formal company application.",Application,Why do you think you are a good fit for this position? Â  Answer Question
"Feb 10, 2018","Anonymous Employee in Chicago, IL",Project Manager Interview,Accepted Offer,Positive Experience,Average Interview,"I applied through an employee referral. The process took 2 weeks. I interviewed at CVS Health (Chicago, IL).",Application,What Project Management tools have you used? Â  Answer Question
"Feb 7, 2018","Anonymous Interview Candidate in Pittsburgh, PA",Account Manager Interview,No Offer,Negative Experience,Easy Interview,"I applied online. The process took 3+ months. I interviewed at CVS Health (Pittsburgh, PA) in February 2018.",Application,Tell me about a time..... zero creativity or discussion Â  1 Answer
"Feb 8, 2018","Anonymous Employee in Boston, MA",Cashier Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 3+ months. I interviewed at CVS Health (Boston, MA).",Application,Tell a situation where you dealt with a problem/customer issue Â  1 Answer
"Feb 28, 2018",Anonymous Employee,Pharmacy Technician Interview,Accepted Offer,Positive Experience,Easy Interview,I applied online. The process took 3 weeks. I interviewed at CVS Health in February 2018.,Application,Do you have any customer service experience? Â  1 Answer
"Feb 2, 2018",Anonymous Employee,Pharmacy Technician Interview,Accepted Offer,Negative Experience,Easy Interview,The interview process is easy. Got a referral and was interviewed and hired the same day. They make you travel very far for training stores. Was not a pleasant experience,Application,"-Describe a weakness. How would you manage if a customer says something is on sale, but you realize the sale tags weren't up to date. Â  1 Answer"
"Feb 14, 2018","Anonymous Employee in Mableton, GA",Cashier Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took a week. I interviewed at CVS Health (Mableton, GA) in February 2018.",Application,Availability Â  Answer Question
"Jan 10, 2019","Anonymous Employee in Darien, CT",Cashier Interview,Accepted Offer,Neutral Experience,Difficult Interview,"I applied online. The process took 2 weeks. I interviewed at CVS Health (Darien, CT) in February 2018.",Application,give an example of a situation where you put the customer first. Â  Answer Question
"Feb 13, 2018","Anonymous Employee in Novi, MI",Architect Interview,Accepted Offer,Positive Experience,Average Interview,"I applied through a recruiter. The process took 3 days. I interviewed at CVS Health (Novi, MI) in February 2018.",Application,"Explain about your last project
Explain about each of the components and their purpose
What are the technologies that constituted the product
Why did you use that specific technology
How do you solve the given scenario
What would you consider when it comes to providing the design for the given product requirements Â  Answer Question"
"Jun 7, 2019","Anonymous Employee in Fairfax, VA",Front End Cashier Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. I interviewed at CVS Health (Fairfax, VA) in February 2018.",Application,Why we want to hire you? Explain how are fit for this role! Â  Answer Question
"Feb 19, 2019","Anonymous Employee in Henderson, NV",Sales Associate/Cashier Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took a week. I interviewed at CVS Health (Henderson, NV) in February 2018.",Application,What makes you want to work for CVS Â  1 Answer
"Aug 16, 2019","Anonymous Employee in New York, NY",Pharmacist Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took a week. I interviewed at CVS Health (New York, NY) in February 2018.",Application,Standard interview questions. The whole process did not take that long and results came in quickly. Â  Answer Question
"Feb 23, 2018","Anonymous Employee in Danville, VA",Pharmacy Technician Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 2 weeks. I interviewed at CVS Health (Danville, VA) in February 2018.",Application,Name a time where you had to make a tough decision Â  1 Answer
"Feb 26, 2018","Anonymous Employee in Lexington-Fayette, KY",Pharmacy Technician Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 2 days. I interviewed at CVS Health (Lexington-Fayette, KY) in February 2018.",Application,Describe a situation in which you had to deal with a difficult customer. Â  1 Answer
"Jul 14, 2019","Anonymous Employee in Orlando, FL",Crew Member Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took a week. I interviewed at CVS Health (Orlando, FL) in February 2018.",Application,Have you had customer service experience before? Â  Answer Question
"Jan 17, 2020",Anonymous Employee,Staff Pharmacist Interview,Accepted Offer,Neutral Experience,Average Interview,I applied online. The process took 2 weeks. I interviewed at CVS Health in February 2018.,Application,What can you contribute to the company? Â  Answer Question
"Dec 7, 2019","Anonymous Employee in Westford, MA",Intern - Hourly Interview,Accepted Offer,Positive Experience,Average Interview,"I applied through other source. I interviewed at CVS Health (Westford, MA) in February 2018.",Application,What are your plans after school? Â  1 Answer
"Jan 22, 2018",Anonymous Employee,CSR Interview,Accepted Offer,Positive Experience,Easy Interview,I applied online. I interviewed at CVS Health.,Application,What is your weakest strength Â  1 Answer
"Jan 25, 2018","Anonymous Employee in Irving, TX",Healthcare Data Analyst Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 6 weeks. I interviewed at CVS Health (Irving, TX) in January 2018.",Application,"I see on your resume you have AS400 experience, can you supply additional insight on how you are familiar with the system? Â  Answer Question"
"Dec 28, 2017","Anonymous Employee in Little Rock, AR",Pharmacy Technician Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 2 weeks. I interviewed at CVS Health (Little Rock, AR).",Application,How do you handle customers who have been waiting for a long period of time? Â  1 Answer
"Jan 10, 2018",Anonymous Interview Candidate,Software Engineer Interview,Declined Offer,Neutral Experience,Difficult Interview,Recruiter contacted me via email to schedule online interview. It was prerecorded Hue online video interview for the job. Basically they ask you question and you have 30 secs to think about and record your answer. Graduated college long time ago so didnt knew some answer to definition.,Application,Are you able to relocate if required Â  Answer Question
"Apr 2, 2018","Anonymous Employee in Boston, MA",Store Team Member Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took a week. I interviewed at CVS Health (Boston, MA) in January 2018.",Application,How long are you gonna be work here? Â  Answer Question
"Dec 30, 2017",Anonymous Employee,Cashier Interview,Accepted Offer,Positive Experience,Easy Interview,I applied online. The process took a week. I interviewed at CVS Health.,Application,What is your strongest weakness? Â  1 Answer
"Feb 28, 2018",Anonymous Interview Candidate,Clerk/Cashier Interview,Declined Offer,Negative Experience,Easy Interview,I applied in-person. I interviewed at CVS Health in January 2018.,Application,There were no interview questions. Â  Answer Question
"Jun 20, 2019","Anonymous Interview Candidate in Dallas, TX",IT Interview,No Offer,Negative Experience,Average Interview,"I applied online. The process took 4 weeks. I interviewed at CVS Health (Dallas, TX) in January 2018.",Application,Why are you in the Technology Field? Â  1 Answer
"Feb 15, 2018","Anonymous Employee in Rockford, IL",Cashier Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 5 days. I interviewed at CVS Health (Rockford, IL) in January 2018.",Application,Tell me about yourself Â  Answer Question
"Mar 4, 2019","Anonymous Interview Candidate in Northbrook, IL",Healthcare Data Analyst Interview,No Offer,Negative Experience,Easy Interview,"I applied online. The process took 2 days. I interviewed at CVS Health (Northbrook, IL) in January 2018.",Application,Tell me about a time when you were under deadline but some colleagues were not submitting their part of the project on-time. (Phone interview) Â  Answer Question
"Jul 30, 2018","Anonymous Employee in New York, NY",Store Associate Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 3 weeks. I interviewed at CVS Health (New York, NY) in January 2018.",Application,What times are you available? Â  Answer Question
"Oct 26, 2018","Anonymous Employee in State College, PA",Sales Associate/Cashier Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 4+ weeks. I interviewed at CVS Health (State College, PA) in January 2018.",Application,What did you like the most about your last job? Â  Answer Question
"May 1, 2019",Anonymous Employee,Shift Supervisor Interview,Accepted Offer,Positive Experience,Easy Interview,I applied online. The process took 2 weeks. I interviewed at CVS Health in January 2018.,Application,Give an example of a situation you had to defuse a situation. Â  Answer Question
"Jun 10, 2018","Anonymous Employee in San Ramon, CA",Shift Supervisor Interview,Accepted Offer,Negative Experience,Easy Interview,"I applied online. The process took 8 weeks. I interviewed at CVS Health (San Ramon, CA) in January 2018.",Application,Do you have transportation. Â  1 Answer
"Jan 31, 2018","Anonymous Employee in Phoenix, AZ",Resolution Analyst Interview,Accepted Offer,Positive Experience,Average Interview,"I applied through a recruiter. The process took 2+ weeks. I interviewed at CVS Health (Phoenix, AZ) in January 2018.",Application,Name a time that you received constructive criticism and how did you respond to it? Â  Answer Question
"Apr 19, 2018","Anonymous Interview Candidate in Rochester, NY",Pharmacist Interview,No Offer,Positive Experience,,"I applied through college or university. The process took 2 weeks. I interviewed at CVS Health (Rochester, NY) in January 2018.",Application,What can you bring to the company? Â  Answer Question
"Feb 4, 2019","Anonymous Employee in Fresno, CA",Pharmacist Interview,Accepted Offer,Neutral Experience,Average Interview,"I applied online. The process took a week. I interviewed at CVS Health (Fresno, CA) in January 2018.",Application,Why retail pharmacy Â  Answer Question
"Feb 5, 2018","Anonymous Interview Candidate in Detroit, MI",Pharmacy Interview,Declined Offer,Positive Experience,Easy Interview,"I applied online. The process took 2 weeks. I interviewed at CVS Health (Detroit, MI) in January 2018.",Application,What are your future career goals? Â  Answer Question
"Apr 10, 2019","Anonymous Employee in New York, NY",Pharmacy Technician Interview,Accepted Offer,Neutral Experience,Easy Interview,"I applied online. The process took a week. I interviewed at CVS Health (New York, NY) in January 2018.",Application,Why do you want to work with CVS? Â  Answer Question
"May 26, 2018","Anonymous Employee in Philadelphia, PA",Pharmacy Technician Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 1 day. I interviewed at CVS Health (Philadelphia, PA) in January 2018.",Application,What is one thing that makes you motivated? Â  1 Answer
